name,common_name,disease_specify1,disease_specify2,disease_specify3,sex_filter,category,seriousness
Pruritus,Itching,,,,both,Signs and symptoms,normal
Pruritus,"Itching aggravated by changes in temperature, sweat, or wearing wool", aggravated by change in temperature, sweating, or wearing wool,both,Signs and symptoms,normal
Pruritus,Itching most intense at night, most intense at night,,,both,Signs and symptoms,normal
Pruritus,Itchy foot, foot,,,both,Signs and symptoms,normal
Pruritus,Itchy scalp, scalp,,,both,Signs and symptoms,normal
Pseudomembrane in nose or throat,Thick grey layer in nose or throat,,,,both,Signs and symptoms,serious
Psychomotor retardation,Psychomotor retardation,,,,both,Signs and symptoms,normal
Pupil dilation variation,Pupil dilation variation,,,,both,Signs and symptoms,normal
Pupil or pupils unreactive to accommodation,Pupil or pupils unreactive to accommodation,,,,both,Signs and symptoms,normal
Purpuric rash,Small red or purple spots not fading under pressure,,,,both,Signs and symptoms,serious
Purpuric rash,Small red or purple spots that can be felt, palpable,,,both,Signs and symptoms,emergency
Purulent vaginal discharge,Purulent vaginal discharge,,,,female,Signs and symptoms,normal
Pus under the skin of the finger,Pus under the skin of the finger,,,,both,Signs and symptoms,serious
Pustule,Small bumps less than 1 cm filled with pus,,,,both,Signs and symptoms,normal
Pyramidal signs,Pyramidal signs,,,,both,Signs and symptoms,emergency
Quickening of thoughts and speech,Quickening of thoughts and speech,,,,both,Signs and symptoms,normal
Rash or impulsive decisions,Making rash or impulsive decisions,,,,both,Signs and symptoms,normal
Re-experiencing the psychological trauma in nightmares,Re-experiencing the traumatic event in nightmares,,,,both,Signs and symptoms,normal
Re-experiencing the psychological trauma in recurring flashbacks,Re-experiencing the traumatic event in recurring distressing memories,,,,both,Signs and symptoms,normal
Re-experiencing the psychological trauma through physiological reactivity,Strong physiological reactions while re-experiencing the traumatic event,,,,both,Signs and symptoms,normal
Re-experiencing traumatic event,Re-experiencing traumatic event,,,,both,Signs and symptoms,normal
Reading difficulties,Reading difficulties,,,,both,Signs and symptoms,normal
Rebound tenderness,Rebound tenderness,,,,both,Signs and symptoms,normal
Recent alcohol consumption,Recent alcohol consumption,,,,both,Signs and symptoms,normal
Recent injury without bleeding,Recent injury without bleeding,,,,both,Signs and symptoms,normal
Recent self-injurious behaviour,Recent major self-injury, major,,,both,Signs and symptoms,emergency
Recent self-injurious behaviour,Recent minor self-injury, minor,,,both,Signs and symptoms,serious
Recurrent gastric ulcers,Recurrent gastric ulcers,,,,both,Signs and symptoms,normal
Recurrent tonsils inflammation,Recurrent tonsils inflammation,,,,both,Signs and symptoms,normal
Red and stinging conjunctivae,Red and stinging eyes,,,,both,Signs and symptoms,normal
Red and swollen oral mucosa,Red and swollen inside of mouth,,,,both,Signs and symptoms,normal
Red coloured stool,Red stool,,,,both,Signs and symptoms,serious
Red coloured urine,Red urine,,,,both,Signs and symptoms,normal
Red eye,Bloodshot eye,,,,both,Signs and symptoms,normal
Red macules with silver-white,"Red skin patches with silver-white, flaky scales", flaky scales,,,both,Signs and symptoms,normal
Red stretch marks on abdomen,"Red stretch marks on stomach, hips, or thighs", hips, or thighs,,both,Signs and symptoms,normal
Redness behind the ear,Redness behind the ear,,,,both,Signs and symptoms,normal
Redness in temporal region,Redness around the temple,,,,both,Signs and symptoms,normal
Reduced body temperature,Reduced body temperature,,,,both,Signs and symptoms,normal
Reduced degree of facial expression,Face lacking expression or animation,,,,both,Signs and symptoms,normal
Reduced range of joint motion,Joint hard to move,,,,both,Signs and symptoms,normal
Reduced range of joint motion,Reduced range of passive joint motion, passive,,,both,Signs and symptoms,normal
Regular uterine contractions,Regular uterine contractions,,,,female,Signs and symptoms,serious
Regurgitation,Food coming back up into the mouth,,,,both,Signs and symptoms,normal
Religious delusion,Religious delusion,,,,both,Signs and symptoms,normal
Respiratory distress,Breathing problems after an injury, after trauma,,,both,Signs and symptoms,emergency_ambulance
Restless legs,Nighttime restless legs, nocturnal,,,both,Signs and symptoms,normal
Restricted mobility,Difficulty bending down, difficulty bending over,,,both,Signs and symptoms,normal
Retinal artery occlusions,Retinal artery occlusions,,,,both,Signs and symptoms,normal
Retinal hemorrhage,Retinal hemorrhage,,,,both,Signs and symptoms,normal
Retinal microaneurysms,Retinal microaneurysms,,,,both,Signs and symptoms,normal
Retinal neovascularization elsewhere,Retinal neovascularization elsewhere,,,,both,Signs and symptoms,normal
Retinal swelling,Retinal swelling,,,,both,Signs and symptoms,normal
Retraction or indentation of nipple,Change in the nipple,,,,female,Signs and symptoms,normal
Retrobulbar neuritis,Retrobulbar neuritis,,,,both,Signs and symptoms,normal
Rhinitis triggered by environment,Runny or stuffy nose triggered by environment,,,,both,Signs and symptoms,normal
Rhinophyma,Ruddy bulbous nose,,,,both,Signs and symptoms,normal
Risky alcohol consumption,Risky drinking,,,,both,Signs and symptoms,normal
Romberg's sign,Romberg's sign,,,,both,Signs and symptoms,normal
Rose spots on lower chest and abdomen,Rose spots on lower chest and abdomen,,,,both,Signs and symptoms,normal
Rossolimo's sign,Rossolimo's sign,,,,both,Signs and symptoms,emergency
Rovsing's sign,Rovsing's sign,,,,both,Signs and symptoms,normal
Russell's sign,Russell's sign,,,,both,Signs and symptoms,normal
Sagging of the palate ipsilateral to suspected nerve damage,Sagging of the palate ipsilateral to suspected nerve damage,,,,both,Signs and symptoms,normal
Scarlet fever rash,Scarlet fever rash,,,,both,Signs and symptoms,normal
Schaeffer's sign,Schaeffer's sign,,,,both,Signs and symptoms,normal
Schizophasia,Schizophasia,,,,both,Signs and symptoms,normal
Scleral icterus,Yellow eyes,,,,both,Signs and symptoms,serious
Scotoma,Black spots in vision,,,,both,Signs and symptoms,normal
Scrotal transillumination,Scrotal transillumination,,,,male,Signs and symptoms,normal
Seasonal pattern of depressive symptoms,Depressive symptoms occurring at the same time every year,,,,both,Signs and symptoms,normal
Secret alcohol consumption,Secretly drinking alcohol,,,,both,Signs and symptoms,normal
Seizures,Recurrent seizures, recurrent,,,both,Signs and symptoms,serious
Seizures,Seizures,,,,both,Signs and symptoms,serious
Seizures,Seizures with loss of consciousness, with loss of consciousness,,,both,Signs and symptoms,emergency_ambulance
Seizures,Seizures without loss of consciousness, without loss of consciousness,,,both,Signs and symptoms,serious
Self-injurious behaviour,Recent self-injurious behaviour, recent,,,both,Signs and symptoms,serious
Self-injurious thoughts or behaviours,Self-injurious thoughts or behaviours,,,,both,Signs and symptoms,serious
Sense of self-worth dependent on weight,Self-worth based on weight,,,,both,Signs and symptoms,normal
Sensory loss in both arms,Loss of feeling in both arms,,,,both,Signs and symptoms,serious
Sensory loss in one limb,Loss of feeling in one arm or leg,,,,both,Signs and symptoms,emergency_ambulance
Serious injury,"Serious injury, respiratory difficulty, severe bleeding, new neurological problem", respiratory difficulty, severe bleeding, new neurological problem,both,Other,serious
Severe pain,Severe pain after an injury, after trauma,,,both,Signs and symptoms,serious
Sexual activity more often or with more partners than intended,Sexual activity more often or with more partners than intended,,,,both,Signs and symptoms,normal
Sexual intercourse in recent months,Sexual intercourse in recent months,,,,female,Signs and symptoms,normal
Shafer's sign,Shafer's sign,,,,both,Signs and symptoms,normal
Shallow breathing,Shallow breathing,,,,both,Signs and symptoms,serious
Simple auditory paradelusions,Simple auditory paradelusions,,,,both,Signs and symptoms,normal
Simple visual paradelusions,Simple visual paradelusions,,,,both,Signs and symptoms,normal
Single red area,Single red area larger than 1 cm, larger than 1 cm,,,both,Signs and symptoms,normal
Single red spot,Single red spot smaller than 1 cm, smaller than 1 cm,,,both,Signs and symptoms,normal
Skin desquamation,Skin shedding,,,,both,Signs and symptoms,normal
Skin mass,Bleeding lump or bump, bleeding,,,both,Signs and symptoms,serious
Skin mass,Bump smaller than 1 cm, smaller than 1 cm,,,both,Signs and symptoms,normal
Skin mass,Firm lump on the skin larger than 1 cm, larger than 1 cm, firm,,both,Signs and symptoms,normal
Skin mass,Lump larger than 1 cm, larger than 1 cm,,,both,Signs and symptoms,normal
Skin mass,Lump of unknown consistency larger than 1 cm, larger than 1 cm, unknown consistency,,both,Signs and symptoms,normal
Skin mass,Lump or bump in groove between buttocks, natal cleft,,,both,Signs and symptoms,normal
Skin mass,Lumps or bumps,,,,both,Signs and symptoms,normal
Skin mass,Soft lump on the skin larger than 1 cm, larger than 1 cm, soft,,both,Signs and symptoms,normal
Skin pain,Severe skin pain, severe,,,both,Signs and symptoms,normal
Skin pain,Skin pain,,,,both,Signs and symptoms,normal
Skin pallor,Sudden paleness of skin, sudden,,,both,Signs and symptoms,normal
Skin phototype I or II,Light or fair skin that easily burns,,,,both,Signs and symptoms,normal
Skin thickening,Skin thickening,,,,both,Signs and symptoms,normal
Skin wound,Self-inflicted wound, self-inflicted,,,both,Signs and symptoms,normal
Skin wound,Skin wound,,,,both,Signs and symptoms,normal
Skin wound,Skin wound after injury, trauma-related,,,both,Signs and symptoms,normal
Skin wound,Surgical wound, after surgery,,,both,Signs and symptoms,normal
Skin wound,Ulcer unrelated to an injury, non-traumatic ulcer,,,both,Signs and symptoms,normal
Skull lesions,Skull lesions,,,,both,Signs and symptoms,normal
Sleep disorder,Changes in sleeping patterns or habit,,,,both,Signs and symptoms,normal
Slower gait,Slower walk,,,,both,Signs and symptoms,normal
Smoking,Difficulty not smoking first cigarette of the day, need first cigarette of the day,,,both,Signs and symptoms,normal
Smoking,Smoking as soon as waking up, need when waking up,,,both,Signs and symptoms,normal
Smoking,Smoking even when sick, during illness,,,both,Signs and symptoms,normal
Smoking,Smoking in non-smoking areas, in non-smoking areas,,,both,Signs and symptoms,normal
Smoking,Smoking more than 20 cigarettes a day, large quantities,,,both,Signs and symptoms,normal
Smoking,Smoking mostly in the morning, mostly in the morning,,,both,Signs and symptoms,normal
Smooth face without wrinkles,Smooth face without wrinkles,,,,both,Signs and symptoms,normal
Sneezing,Sneezing,,,,both,Signs and symptoms,normal
Sneezing attacks,Sneezing fits,,,,both,Signs and symptoms,normal
Snoring,Snoring,,,,both,Signs and symptoms,normal
Social isolation,Social isolation,,,,both,Signs and symptoms,normal
Social maladjustment,Social maladjustment,,,,both,Signs and symptoms,normal
Soft lump in inguinal region,Soft lump gets bigger with increase in abdominal pressure, increasing with increased abdominal pressure,,,both,Signs and symptoms,normal
Soft lump in inguinal region,Soft lump in groin,,,,both,Signs and symptoms,normal
Soft lump in inguinal region,Soft lump in groin can be pushed back in groin, reducible,,,both,Signs and symptoms,normal
Soft lump in inguinal region,Soft lump in groin gets smaller when lying down, decreasing when supine,,,both,Signs and symptoms,normal
Soft retinal exudates,Soft retinal exudates,,,,both,Signs and symptoms,normal
Spasms in upper extremities,Spasms in arms or hands,,,,both,Signs and symptoms,normal
Spasticity,Tight and spasming muscles,,,,both,Signs and symptoms,normal
Speech and language impairment,Recent speech and language difficulties, rapid onset,,,both,Signs and symptoms,serious
Spending a lot of time on sex-related activity,Spending a lot of time on sex-related activity,,,,both,Signs and symptoms,normal
Spine asymmetry,Spine asymmetry,,,,both,Signs and symptoms,normal
Spine stiffness in the morning,Stiff spine in the morning,,,,both,Signs and symptoms,normal
Splenomegaly,Enlarged spleen,,,,both,Signs and symptoms,serious
Steatorrhea,Fatty stools,,,,both,Signs and symptoms,normal
Sterling's sign,Sterling's sign,,,,both,Signs and symptoms,normal
Sternal rub,Sternal rub,,,,both,Signs and symptoms,normal
Stiff neck,Stiff neck,,,,both,Signs and symptoms,normal
Stransky's sign,Stransky's sign,,,,both,Signs and symptoms,normal
Strawberry tongue,Strawberry tongue,,,,both,Signs and symptoms,normal
Strumpell's sign,Strumpell's sign,,,,both,Signs and symptoms,serious
Subungual splinter hemorrhages,Small red spots or lines under the nail,,,,both,Signs and symptoms,normal
Sudden face flushing,Sudden face flushing,,,,both,Signs and symptoms,normal
Sudden increase in blood pressure,Sudden increase in blood pressure,,,,both,Signs and symptoms,serious
Suicidal thoughts,Suicidal thoughts,,,,both,Signs and symptoms,serious
Suicidal thoughts with plan and steps taken,Suicidal thoughts with plan and steps taken,,,,both,Signs and symptoms,emergency_ambulance
Sunburn,Sunburn,,,,both,Signs and symptoms,normal
Suspicion of intoxication or poisoning,Possible intoxication or poisoning,,,,both,Signs and symptoms,serious
Suspicious mole or birthmark,Asymmetric mole or birthmark, asymmetrical,,,both,Signs and symptoms,normal
Suspicious mole or birthmark,Change in colour of mole or birthmark, change in colour,,,both,Signs and symptoms,normal
Suspicious mole or birthmark,Change in shape of mole or birthmark, change in shape,,,both,Signs and symptoms,normal
Suspicious mole or birthmark,Mole or birthmark larger than 6 mm, larger than 6 mm,,,both,Signs and symptoms,normal
Suspicious mole or birthmark,Mole or birthmark with irregular border, irregular border,,,both,Signs and symptoms,normal
Suspicious mole or birthmark,Suspicious mole or birthmark,,,,both,Signs and symptoms,normal
Swallowed foreign body,Swallowed object,,,,both,Signs and symptoms,emergency
Sweating on painful side of forehead,Sweating on painful side of forehead,,,,both,Signs and symptoms,normal
Swelling in the mastoid region,Swelling behind ear,,,,both,Signs and symptoms,normal
Swelling of nasal concha,Swelling of nasal concha,,,,both,Signs and symptoms,normal
Swelling of nasal mucosa,Swelling of nasal mucosa,,,,both,Signs and symptoms,normal
Swelling of temporal artery,Swelling of temporal artery,,,,both,Signs and symptoms,normal
Swollen blue or bluish-gray nasal mucosa,Swollen blue or bluish-gray nasal mucosa,,,,both,Signs and symptoms,normal
Swollen cheek,Swollen cheek,,,,both,Signs and symptoms,normal
Swollen gums,Swollen gums,,,,both,Signs and symptoms,normal
Symptoms appearing after taking painkillers or a change in diet,Symptoms appearing after taking painkillers or a change in diet,,,,both,Signs and symptoms,normal
Symptoms exacerbated by low temperature,Symptoms worse in the cold,,,,both,Signs and symptoms,normal
Symptoms regularly appearing a few days before menstrual period,Symptoms regularly appearing a few days before period,,,,female,Signs and symptoms,normal
Tachycardia,Fast heart rate,,,,both,Signs and symptoms,normal
Tachypnea,Accelerated breathing,,,,both,Signs and symptoms,serious
Taste disorder,Taste disorder in anterior two-thirds of tongue, anterior two-thirds of tongue,,,both,Signs and symptoms,normal
Taste disorders,Abnormal or loss of taste,,,,both,Signs and symptoms,normal
Telangiectasias,Spider veins,,,,both,Signs and symptoms,normal
Telangiectasias,Spider veins on the face, face,,,both,Signs and symptoms,normal
Temporary blindness,Temporary blindness,,,,both,Signs and symptoms,emergency
Tenderness in the scrotum,Pain when pressing scrotum,,,,male,Signs and symptoms,serious
Tenesmus,Feeling of incomplete defecation,,,,both,Signs and symptoms,normal
Terry's nails,Terry's nails,,,,both,Signs and symptoms,normal
Testicular atrophy,Shrinking or diminishing of both testicles,,,,male,Signs and symptoms,normal
Thickened nails,Thickened nails,,,,both,Signs and symptoms,normal
Thickened nails,Thickened nails with pits or grooves, with pits or grooves,,,both,Signs and symptoms,normal
Third-degree burn,Full-thickness skin burn,,,,both,Signs and symptoms,emergency
Thoughts of harming one's child,Thoughts of harming one's child,,,,female,Signs and symptoms,serious
Thoughts of killing one's child,Thoughts of killing one's child,,,,female,Signs and symptoms,serious
Tingling fingers,Tingling fingers,,,,both,Signs and symptoms,normal
Tingling fingers,Tingling in the ring and little finger, fourth and fifth digits,,,both,Signs and symptoms,normal
Tingling fingers,"Tingling in the thumb, index and middle finger", first three digits,,,both,Signs and symptoms,normal
Tinnitus,Pulsing sound in ears, pulsatile,,,both,Signs and symptoms,normal
Tinnitus,Ringing in ears,,,,both,Signs and symptoms,normal
Toe pain,Toe pain,,,,both,Signs and symptoms,normal
Tongue enlargement,Swollen tongue,,,,both,Signs and symptoms,normal
Tongue erythema,Unusually red tongue,,,,both,Signs and symptoms,normal
Tongue muscle atrophy,Shrinkage of tonuge,,,,both,Signs and symptoms,normal
Tonsil stones,White or yellow formations in tonsils,,,,both,Signs and symptoms,normal
Tooth loss,Tooth loss,,,,both,Signs and symptoms,normal
Toothache,Constant toothache, persistent,,,both,Signs and symptoms,normal
Toothache,Difficulty identifying how many teeth hurt, difficulty determining how many teeth hurt,,,both,Signs and symptoms,normal
Toothache,Difficulty identifying which tooth hurts, difficulty determining which tooth hurts,,,both,Signs and symptoms,normal
Toothache,Dull toothache, dull,,,both,Signs and symptoms,normal
Toothache,Mild toothache, mild,,,both,Signs and symptoms,normal
Toothache,Moderate toothache, moderate,,,both,Signs and symptoms,normal
Toothache,Pain associated with tapping a tooth, sensitivity to percussion,,,both,Signs and symptoms,normal
Toothache,Pain in multiple teeth, multiple teeth,,,both,Signs and symptoms,normal
Toothache,Pain in one tooth, one tooth,,,both,Signs and symptoms,normal
Toothache,Provoked toothache, provoked,,,both,Signs and symptoms,normal
Toothache,Pulsating toothache, pulsating,,,both,Signs and symptoms,normal
Toothache,Severe toothache, severe,,,both,Signs and symptoms,normal
Toothache,Sharp toothache, sharp,,,both,Signs and symptoms,normal
Toothache,Spontaneous toothache, spontaneous,,,both,Signs and symptoms,normal
Toothache,Spreading toothache, radiating,,,both,Signs and symptoms,normal
Toothache,Toothache,,,,both,Signs and symptoms,normal
Toothache,Toothache associated with cold, associated with cold,,,both,Signs and symptoms,normal
Toothache,Toothache associated with heat, associated with heat,,,both,Signs and symptoms,normal
Toothache,Toothache associated with sweet or acidic foods or drinks, associated with sweet or acidic foods or drinks,,,both,Signs and symptoms,normal
Toothache,Toothache associated with touch, associated with touch,,,both,Signs and symptoms,normal
Toothache,Toothache lasting 48 hours or more, lasting 48 hours or more,,,both,Signs and symptoms,normal
Toothache,Toothache lasting less than 48 hours, lasting less than 48 hours,,,both,Signs and symptoms,normal
Toothache,Toothache when chewing, associated with chewing,,,both,Signs and symptoms,normal
Toothache,Toothache when lying down, associated with lying down,,,both,Signs and symptoms,normal
Toothache,Transient toothache, transient,,,both,Signs and symptoms,normal
Transverse furrow on the nose,Transverse furrow on the nose,,,,both,Signs and symptoms,normal
Tremors,Flapping tremors, flapping,,,both,Signs and symptoms,normal
Tremors,Intention tremors, intention,,,both,Signs and symptoms,normal
Tremors,Muscles trembling,,,,both,Signs and symptoms,normal
Tremors,Trembling at rest, resting,,,both,Signs and symptoms,normal
Tremors,Trembling during movement, kinetic,,,both,Signs and symptoms,normal
Tremors,Trembling hand, one hand,,,both,Signs and symptoms,normal
Tremors,Trembling of both hands, both hands,,,both,Signs and symptoms,normal
Tremors,Trembling of tongue, tongue,,,both,Signs and symptoms,normal
Tremors,Trembling subsiding after alcohol, subsides after drinking alcohol,,,both,Signs and symptoms,normal
Tremors,Trembling worsening under stress, stress-related,,,both,Signs and symptoms,normal
Tremors,Unknown location of tremors, unspecified location,,,both,Signs and symptoms,normal
Trigeminal neuralgia,Trigeminal neuralgia,,,,both,Signs and symptoms,normal
Trismus,Lockjaw,,,,both,Signs and symptoms,serious
Tromner's sign,Tromner's sign,,,,both,Signs and symptoms,normal
Trophic changes,Trophic changes,,,,both,Signs and symptoms,normal
Trophic ulcer,Trophic ulcer,,,,both,Signs and symptoms,normal
Trophic ulcer,Trophic ulcer on the plantar side of the foot, plantar side of the foot,,,both,Signs and symptoms,normal
Trouble beginning urination,Trouble beginning urination,,,,both,Signs and symptoms,normal
Trousseau sign of latent tetany,Trousseau sign of latent tetany,,,,both,Signs and symptoms,normal
Twisted neck,Twisted neck,,,,both,Signs and symptoms,normal
Ulcer,Non-healing ulcers, not healing within 6 weeks,,,both,Signs and symptoms,normal
Ulcer,Painless ulcer, completely painless,,,both,Signs and symptoms,normal
Ulcer,"Ulcer, nipple", nipple,,,female,Signs and symptoms,serious
Ulcer,"Ulcer, sore, or abscess near the anus", sore, or abscess near the anus,,both,Signs and symptoms,normal
Umbilical discharge,Belly button discharge,,,,both,Signs and symptoms,serious
Unhealthy weight loss practices,Using methods such as vomiting and starvation diets to lose weight,,,,both,Signs and symptoms,normal
Unilateral enophthalmos,One sunken eyeball,,,,both,Signs and symptoms,serious
Unilateral vulval swelling,Labial swelling on one side,,,,female,Signs and symptoms,serious
Unknown heart rate,Unknown pulse,,,,both,Signs and symptoms,normal
Upper limb pallor,Pale arm,,,,both,Signs and symptoms,serious
Urethral discharge when pressing the penis,Discharge when pressing penis,,,,male,Signs and symptoms,serious
Urinary incontinence,Leaking urine by accident,,,,both,Signs and symptoms,normal
Urinary retention,Unable to urinate,,,,both,Signs and symptoms,emergency
Urinary urgency,Urgent need to urinate,,,,both,Signs and symptoms,normal
Urination in small amounts,Urination in small amounts,,,,both,Signs and symptoms,normal
Urination while coughing,"Urination while coughing, laughing, or during physical activity", laughing, or during physical exertion,,both,Signs and symptoms,normal
Urticaria,Hives,,,,both,Signs and symptoms,normal
Urticaria,Hives after scratching, triggered by scratching,,,both,Signs and symptoms,normal
Urticaria,Hives appearing after exposure to cold, triggered by cold,,,both,Signs and symptoms,normal
Urticaria,Hives appearing after exposure to heat, triggered by heat,,,both,Signs and symptoms,normal
Urticaria,Hives appearing after exposure to prolonged pressure on the skin, triggered by prolonged pressure on the skin,,,both,Signs and symptoms,normal
Urticaria,Hives lasting more than 6 weeks, lasting more than 6 weeks,,,both,Signs and symptoms,normal
Uvula deviation towards unaffected side,Uvula deviation towards unaffected side,,,,both,Signs and symptoms,normal
Vaginal discharge,Grey vaginal discharge, grey,,,female,Signs and symptoms,normal
Vaginal discharge,Vaginal discharge with unpleasant odour, unpleasant odour,,,female,Signs and symptoms,normal
Vaginal discharge,White and clumpy vaginal discharge, white and clumpy,,,female,Signs and symptoms,normal
Vaginal dryness,Vaginal dryness,,,,female,Signs and symptoms,normal
Vascular compromise,Limited blood supply past the injury site,,,,both,Signs and symptoms,emergency
Vesicular exanthema of mouth or ear,Blisters around the mouth or ear,,,,both,Signs and symptoms,normal
Violating social norms after drinking alcohol,Violating social norms after drinking alcohol,,,,both,Signs and symptoms,normal
Visible head lice on scalp or brush,Visible head lice on scalp or brush,,,,both,Signs and symptoms,normal
Visual agnosia,Visual agnosia,,,,both,Signs and symptoms,serious
Visual field narrowing,Tunnel Vision,,,,both,Signs and symptoms,normal
Vitreous hemorrhage,Vitreous hemorrhage,,,,both,Signs and symptoms,serious
Vomiting,Projectile vomiting, projectile,,,both,Signs and symptoms,emergency
Vomiting,Vomiting,,,,both,Signs and symptoms,normal
Vomiting,Vomiting after every meal, every time after meal,,,both,Signs and symptoms,serious
Vomiting,Vomiting for a week or more, 7 days or more,,,both,Signs and symptoms,serious
Vomiting,Vomiting for less than a week, less than 7 days,,,both,Signs and symptoms,normal
Vomiting,Vomiting more often in the morning, more often in the morning,,,both,Signs and symptoms,normal
Vulvovaginal burning,Vulvovaginal burning,,,,female,Signs and symptoms,normal
Vulvovaginal itching,Vulvovaginal itching,,,,female,Signs and symptoms,normal
Waking up early,Waking up early,,,,both,Signs and symptoms,normal
Weak or absent pharyngeal reflex,Weak or absent pharyngeal reflex,,,,both,Signs and symptoms,normal
Weak peripheral pulses,Weak peripheral pulses,,,,both,Signs and symptoms,normal
Weak pulse in legs,Weak pulse in legs,,,,both,Signs and symptoms,normal
Weight gain,Weight gain,,,,both,Signs and symptoms,normal
Weight loss,Weight loss,,,,both,Signs and symptoms,normal
Weight loss,Weight loss without loss of appetite, without loss of appetite,,,both,Signs and symptoms,normal
Weiss ring,Weiss ring,,,,both,Signs and symptoms,normal
Westphal's sign,Westphal's sign,,,,both,Signs and symptoms,normal
Wheezing,Stridor, stridor,,,both,Signs and symptoms,serious
Wheezing,Sudden wheezing, acute,,,both,Signs and symptoms,serious
White nail discolouration,White spots on nail,,,,both,Signs and symptoms,normal
White patch on cornea,White spot on cornea,,,,both,Signs and symptoms,serious
Winterbottom's sign,Winterbottom's sign,,,,both,Signs and symptoms,normal
Worms in stool,Worms in stool or around anus,,,,both,Signs and symptoms,normal
Wound,Active wound bleeding, active bleeding,,,both,Signs and symptoms,normal
Wound,Wound on the lip, lip,,,both,Signs and symptoms,normal
Wrinkling or dimpling of skin on breast,Wrinkling or dimpling of skin on breast,,,,female,Signs and symptoms,normal
Wrist drop,Dropping hand,,,,both,Signs and symptoms,serious
Writing difficulties,Writing difficulties,,,,both,Signs and symptoms,normal
Xanthelasma,Yellowish deposits on eyelids,,,,both,Signs and symptoms,normal
Xanthoma,Yellowish deposits under skin,,,,both,Signs and symptoms,normal
Yellow nail discolouration,Yellow nails,,,,both,Signs and symptoms,normal
Yellow or green coloured stool,Yellow or green stool,,,,both,Signs and symptoms,normal
