id,name,common_name,sex_filter,categories,prevalence,acuteness,severity,triage_level,recommended_channel
c_13,Warts,Warts,both,['Dermatology'],common,acute_potentially_chronic,mild,self_care,video_teleconsultation
c_376,Wernicke's encephalopathy,Wernicke's encephalopathy,both,['Neurology'],very_rare,chronic,moderate,consultation,personal_visit
c_580,West Nile Virus infection,West Nile Virus infection,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_569,Whitlow,Whitlow,both,['Surgery'],moderate,acute,severe,consultation,personal_visit
c_205,Wilson's disease,Wilson's disease,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,audio_teleconsultation
c_268,Wiskott-Aldrich syndrome,Wiskott-Aldrich syndrome,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
c_1193,Wound dehiscence,Wound separation,both,['Surgery'],very_rare,acute,moderate,consultation_24,personal_visit
c_1192,Wound infection,Infected wound,both,['Surgery'],very_rare,acute,moderate,consultation_24,personal_visit
c_1043,Wrist and hand contusion,Wrist and hand contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
c_1027,Wrist dislocation,Dislocated wrist,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
c_244,Yellow fever,Yellow fever,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
c_906,Zika virus infection,Zika virus infection,both,['Infectiology'],very_rare,acute,mild,consultation,audio_teleconsultation
c_213,Zollinger-Ellison syndrome,Zollinger-Ellison syndrome,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
