,id,name,common_name,sex_filter,categories,prevalence,acuteness,severity,triage_level,recommended_channel
673,c_1036,"Upper limb injury, unspecified location",Upper limb injury of unspecified location,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
674,c_292,Urethritis,Urethritis,both,['Urology'],rare,acute,mild,consultation_24,personal_visit
675,c_54,Urge urinary incontinence,Urge incontinence,both,['Urology'],very_rare,chronic_with_exacerbations,mild,self_care,personal_visit
676,c_47,Uterine fibroids,Uterine fibroids,female,['Gynecology'],very_rare,chronic,mild,consultation,personal_visit
677,c_216,Uveitis,Uveitis,both,['Ophthalmology'],rare,acute_potentially_chronic,moderate,consultation_24,personal_visit
678,c_480,VIPoma,VIPoma,both,['Endocrinology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
679,c_554,Vagus nerve palsy,Vagus nerve palsy,both,['Neurology'],very_rare,chronic,moderate,consultation,personal_visit
680,c_767,Varicocele,Varicocele,male,['Urology'],moderate,chronic,mild,consultation,personal_visit
681,c_684,Varicose veins of lower extremities,Varicose veins of lower extremities,both,['Surgery'],rare,chronic,mild,self_care,video_teleconsultation
682,c_391,Vascular hemorrhagic diathesis,Vascular hemorrhagic diathesis,both,['Hematology'],very_rare,acute_potentially_chronic,moderate,consultation,personal_visit
683,c_316,Vasculitis,Vasculitis,both,['Rheumatology'],rare,chronic_with_exacerbations,moderate,consultation,personal_visit
684,c_384,Vertebrobasilar insufficiency,Vertebrobasilar insufficiency,both,['Neurology'],very_rare,chronic_with_exacerbations,severe,consultation_24,personal_visit
685,c_599,Vestibular neuronitis,Vestibular neuronitis,both,['Otorhinolaryngology'],very_rare,acute,moderate,consultation_24,personal_visit
686,c_470,Vestibulocochlear nerve damage,Vestibulocochlear nerve damage,both,['Neurology'],very_rare,chronic,moderate,consultation_24,personal_visit
687,c_1076,Viral gastroenteritis,Viral gastroenteritis,both,['Gastroenterology'],common,acute,moderate,self_care,audio_teleconsultation
688,c_562,Viral meningitis,Viral meningitis,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
689,c_214,Visceral leishmaniasis,Visceral leishmaniasis,both,['Infectiology'],very_rare,chronic_with_exacerbations,severe,emergency,personal_visit
690,c_1073,"Visual disturbance, unspecified",Sight defect,both,['Ophthalmology'],common,chronic,mild,self_care,video_teleconsultation
691,c_61,Vitamin B12 deficiency anemia,Vitamin B12 deficiency anemia,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,audio_teleconsultation
692,c_743,Vitiligo,Vitiligo,both,['Dermatology'],rare,chronic,mild,consultation,personal_visit
693,c_966,"Vomiting, unspecified",Unspecific vomiting,both,['Internal Medicine'],common,acute,mild,self_care,text_teleconsultation
694,c_388,Von Willebrand disease,Von Willebrand disease,both,['Hematology'],very_rare,chronic,mild,consultation,personal_visit
695,c_732,Vulvovaginal candidiasis,Vaginal thrush,female,['Gynecology'],moderate,acute_potentially_chronic,mild,consultation,personal_visit
696,c_13,Warts,Warts,both,['Dermatology'],common,acute_potentially_chronic,mild,self_care,video_teleconsultation
697,c_376,Wernicke's encephalopathy,Wernicke's encephalopathy,both,['Neurology'],very_rare,chronic,moderate,consultation,personal_visit
698,c_580,West Nile Virus infection,West Nile Virus infection,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
699,c_569,Whitlow,Whitlow,both,['Surgery'],moderate,acute,severe,consultation,personal_visit
700,c_205,Wilson's disease,Wilson's disease,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,audio_teleconsultation
701,c_268,Wiskott-Aldrich syndrome,Wiskott-Aldrich syndrome,both,['Hematology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
702,c_1193,Wound dehiscence,Wound separation,both,['Surgery'],very_rare,acute,moderate,consultation_24,personal_visit
703,c_1192,Wound infection,Infected wound,both,['Surgery'],very_rare,acute,moderate,consultation_24,personal_visit
704,c_1043,Wrist and hand contusion,Wrist and hand contusion,both,['Traumatology'],very_rare,acute,mild,self_care,video_teleconsultation
705,c_1027,Wrist dislocation,Dislocated wrist,both,['Traumatology'],very_rare,acute,moderate,consultation,personal_visit
706,c_244,Yellow fever,Yellow fever,both,['Infectiology'],very_rare,acute,severe,emergency,personal_visit
707,c_906,Zika virus infection,Zika virus infection,both,['Infectiology'],very_rare,acute,mild,consultation,audio_teleconsultation
708,c_213,Zollinger-Ellison syndrome,Zollinger-Ellison syndrome,both,['Gastroenterology'],very_rare,chronic_with_exacerbations,moderate,consultation,personal_visit
