,id,name,common_name,sex_filter,category,seriousness
947,s_1289,Ovarian enlargement,Ovarian enlargement,female,Signs and symptoms,normal
948,s_1110,Overbite,Overbite,both,Signs and symptoms,normal
949,s_371,Overworked,Working too much,both,Signs and symptoms,normal
950,s_1180,Pain behind ear,Pain behind ear,both,Signs and symptoms,normal
951,s_1382,Pain caused by firm pressure on tibia,Pain caused by firm pressure on tibia,both,Signs and symptoms,normal
952,s_1453,Pain in both lower limbs,Pain in both lower limbs,both,Signs and symptoms,normal
953,s_2092,"Pain in both lower limbs, both feet",Pain in both feet,both,Signs and symptoms,normal
954,s_1112,"Pain in both lower limbs, stocking distribution",Pain in both lower limbs with stocking distribution,both,Signs and symptoms,normal
955,s_1452,Pain in both upper limbs,Pain in both upper limbs,both,Signs and symptoms,normal
956,s_2091,"Pain in both upper limbs, both hands",Pain in both hands,both,Signs and symptoms,normal
957,s_2402,Pain in front of ear,Pain in front of ear,both,Signs and symptoms,normal
958,s_1250,"Pain in groin during coughing, sneezing, laughing, or physical exercises","Pain in groin during coughing, sneezing, laughing, or physical exercises",both,Signs and symptoms,serious
959,s_579,Pain in lower limb,Pain in lower limb,both,Signs and symptoms,normal
960,s_1927,"Pain in lower limb, limping due to pain",Limping due to pain,both,Signs and symptoms,normal
961,s_1930,"Pain in lower limb, severe",Severe pain in lower limb,both,Signs and symptoms,normal
962,s_2335,"Pain in lower limb, shin",Shin pain,both,Signs and symptoms,normal
963,s_1893,"Pain in lower limb, thigh",Thigh pain,both,Signs and symptoms,normal
964,s_430,Pain in temporomandibular joint during movement,Pain in jaw during movement,both,Signs and symptoms,normal
965,s_580,Pain in upper limb,Pain in upper limb,both,Signs and symptoms,normal
966,s_1799,"Pain in upper limb, forearm",Pain in forearm,both,Signs and symptoms,normal
967,s_554,"Pain in upper limb, hand or fingers",Pain in hand or fingers,both,Signs and symptoms,normal
968,s_1313,"Pain in upper limb, one finger",Pain in one finger,both,Signs and symptoms,normal
969,s_1935,"Pain in upper limb, severe",Severe pain in upper limb,both,Signs and symptoms,normal
970,s_54,Pain near eye socket,Pain around or behind eye,both,Signs and symptoms,normal
971,s_1393,Painful defecation,Pain when defecating,both,Signs and symptoms,normal
972,s_33,Painful ejaculation,Pain when ejaculating,male,Signs and symptoms,serious
973,s_32,Painful intercourse,Painful sex,female,Signs and symptoms,normal
974,s_39,Painful urination,Pain when urinating,both,Signs and symptoms,normal
975,s_1371,Palatine petechiae,Pinpoint-size red dots on soft part of roof of mouth,both,Signs and symptoms,normal
976,s_10,Pale and brittle nails,Pale and brittle nails,both,Signs and symptoms,normal
977,s_569,Pale or clay-coloured stool,Pale or clay-coloured stool,both,Signs and symptoms,normal
978,s_9,Pale skin,Pale skin,both,Signs and symptoms,normal
979,s_2282,"Pale skin, fingers",Pale fingers,both,Signs and symptoms,normal
980,s_110,Palpitations,Palpitations,both,Signs and symptoms,normal
981,s_2002,"Palpitations, lasting more than 5 minutes",Palpitations lasting more than 5 minutes,both,Signs and symptoms,serious
982,s_2004,"Palpitations, recurrent",Recurrent palpitations,both,Signs and symptoms,normal
983,s_722,Panic attacks in public or when talking to strangers,Panic attacks in public or when talking to strangers,both,Signs and symptoms,normal
984,s_803,Papilledema,Papilledema,both,Signs and symptoms,normal
985,s_838,Paralogical thinking,Paralogical thinking,both,Signs and symptoms,normal
986,s_1496,Paranasal sinuses tenderness,Paranasal sinuses tender to palpation,both,Signs and symptoms,normal
987,s_2206,Paraphimosis,Retracted foreskin,male,Signs and symptoms,emergency
988,s_1486,Paraspinal muscle tenderness,Paraspinal muscle tenderness,both,Signs and symptoms,normal
989,s_744,"Paresis, ascending",Ascending muscle weakness,both,Signs and symptoms,serious
990,s_2326,"Paresis, both lower limbs",Difficulty moving both lower limbs,both,Signs and symptoms,normal
991,s_2343,"Paresis, both upper limbs",Difficulty moving both upper limbs,both,Signs and symptoms,normal
992,s_1005,"Paresis, hemiparesis",Weakness of one side of the body,both,Signs and symptoms,serious
993,s_148,"Paresis, limbs",Limb weakness,both,Signs and symptoms,normal
994,s_2346,"Paresis, limbs, lasting between 24 hours and 4 weeks",Limb weakness lasting between 24 hours and 4 weeks,both,Signs and symptoms,normal
995,s_2345,"Paresis, limbs, lasting less than 24 hours",Limb weakness lasting less than 24 hours,both,Signs and symptoms,normal
996,s_2347,"Paresis, limbs, lasting more than 4 weeks",Limb weakness lasting more than 4 weeks,both,Signs and symptoms,normal
997,s_2340,"Paresis, limbs, other","Paresis, limbs, other",both,Signs and symptoms,serious
998,s_2339,"Paresis, limbs, tetraparesis",Weakness of all limbs,both,Signs and symptoms,normal
999,s_2331,"Paresis, localised",Localised muscle weakness,both,Signs and symptoms,normal
1000,s_2318,"Paresis, one lower limb",Difficulty moving one lower limb,both,Signs and symptoms,normal
1001,s_2342,"Paresis, one upper limb",Difficulty moving one upper limb,both,Signs and symptoms,normal
1002,s_518,Paresthesia,Tingling or numbness,both,Signs and symptoms,normal
1003,s_1066,"Paresthesia in both upper limbs, glove distribution","Paresthesia in both upper limbs, glove distribution",both,Signs and symptoms,normal
1004,s_126,"Paresthesia, around the mouth",Tingling or numbness around the mouth,both,Signs and symptoms,normal
1005,s_1069,"Paresthesia, ascending",Ascending tingling or numbness,both,Signs and symptoms,normal
1006,s_125,"Paresthesia, both feet",Feet tingling or numbness,both,Signs and symptoms,normal
1007,s_1063,"Paresthesia, both lower limbs",Tingling or numbness of both lower limbs,both,Signs and symptoms,normal
1008,s_973,"Paresthesia, both upper limbs",Tingling or numbness of both upper limbs,both,Signs and symptoms,normal
1009,s_971,"Paresthesia, face",Face tingling or numbness,both,Signs and symptoms,normal
1010,s_2306,"Paresthesia, lower limbs",Tingling and numbness of lower limbs,both,Signs and symptoms,normal
1011,s_2315,"Paresthesia, one foot",Foot tingling or numbness,both,Signs and symptoms,normal
1012,s_2001,"Paresthesia, one lower limb",Tingling or numbness in one lower limb,both,Signs and symptoms,normal
1013,s_1449,"Paresthesia, one upper limb",Tingling or numbness of one upper limb,both,Signs and symptoms,normal
1014,s_1932,"Paresthesia, sudden onset",Sudden onset of tingling or numbness,both,Signs and symptoms,normal
1015,s_2304,"Paresthesia, upper limbs",Tingling and numbness of upper limbs,both,Signs and symptoms,normal
1016,s_1068,"Paresthesias, symmetrical",Symmetrical paresthesias,both,Signs and symptoms,normal
1017,s_529,Parotid swelling,Parotid swelling,both,Signs and symptoms,serious
1018,s_1800,Past appendectomy,Appendix removal in the past,both,Other,normal
1019,s_1801,Past cholecystectomy,Gallbladder removal in the past,both,Other,normal
1020,s_1715,Pathologic fractures,Broken bone not caused by trauma,both,Signs and symptoms,normal
1021,s_795,Pencil-thin stools,Pencil-thin stools,both,Signs and symptoms,serious
1022,s_2043,Penile itching,Itchy penis,male,Signs and symptoms,normal
1023,s_1380,Pericardial friction rub,Pericardial friction rub,both,Signs and symptoms,normal
1024,s_1312,Perionychial pain,Pain of the skin around the nail,both,Signs and symptoms,normal
1025,s_2084,Periorbital ecchymosis,Bruising around the eyes,both,Signs and symptoms,serious
1026,s_1018,Perseveration,Perseveration,both,Signs and symptoms,serious
1027,s_348,Personality changes,Personality changes,both,Signs and symptoms,normal
1028,s_594,Petechiae,Small red spots not fading under pressure,both,Signs and symptoms,normal
1029,s_1367,Pharyngeal erythema,Red throat,both,Signs and symptoms,normal
1030,s_20,Pharyngeal pain,Sore throat,both,Signs and symptoms,normal
1031,s_1826,"Pharyngeal pain, unilateral",One-sided sore throat,both,Signs and symptoms,normal
1032,s_2461,Pharyngeal swelling,Throat swelling,both,Signs and symptoms,normal
1033,s_263,Phimosis,Difficulty retracting foreskin,male,Signs and symptoms,normal
1034,s_915,Phobia,Irrational fear,both,Signs and symptoms,normal
1035,s_2088,Physical injury,Injury,both,Other,normal
1036,s_281,"Physical injury, to self or others after drinking alcohol",Injury to self or others after drinking alcohol,both,Signs and symptoms,normal
1037,s_1437,Pleural effusion,Pleural effusion,both,Signs and symptoms,serious
1038,s_1396,Pleural friction rub,Pleural friction rub,both,Signs and symptoms,normal
1039,s_2112,"Pleuritic chest pain, after trauma",Sudden and sharp chest pain after an injury,both,Signs and symptoms,emergency
1040,s_75,Polyuria,Passing more urine than usual in a day,both,Signs and symptoms,normal
1041,s_770,Poor personal hygiene,Poor personal hygiene,both,Signs and symptoms,normal
1042,s_1093,Positive allergy challenge,Positive allergy challenge,both,Signs and symptoms,normal
1043,s_1092,Positive prick or patch skin allergy test,Positive prick or patch skin allergy test,both,Signs and symptoms,normal
1044,s_2175,Possible rabies exposure,Possible rabies exposure,both,Signs and symptoms,serious
1045,s_1471,Postnasal drip,Mucus dripping at the back of the throat,both,Signs and symptoms,normal
1046,s_225,Premature greying,Premature greying,both,Signs and symptoms,normal
1047,s_69,Preoccupation with food,Preoccupation with food,both,Signs and symptoms,normal
1048,s_1323,Presence of neurofibromas,Presence of neurofibromas,both,Signs and symptoms,normal
1049,s_1162,Pretibial myxedema,Pretibial myxedema,both,Signs and symptoms,normal
1050,s_1397,Priapism,Prolonged erection,male,Signs and symptoms,serious
1051,s_123,Problems with everyday tasks,"Problems with everyday tasks such as washing, eating, or dressing",both,Signs and symptoms,normal
1052,s_593,Prolonged bleeding time,Prolonged bleeding time,both,Signs and symptoms,normal
1053,s_777,Prolonged nighttime sleep,Prolonged nighttime sleep,both,Signs and symptoms,normal
1054,s_1089,Prostate enlargement,Prostate enlargement,male,Signs and symptoms,serious
1055,s_254,Pruritus,Itching,both,Signs and symptoms,normal
1056,s_251,"Pruritus, aggravated by change in temperature, sweating, or wearing wool","Itching aggravated by changes in temperature, sweat, or wearing wool",both,Signs and symptoms,normal
1057,s_2033,"Pruritus, foot",Itchy foot,both,Signs and symptoms,normal
1058,s_250,"Pruritus, most intense at night",Itching most intense at night,both,Signs and symptoms,normal
1059,s_1617,"Pruritus, scalp",Itchy scalp,both,Signs and symptoms,normal
1060,s_1548,Pseudomembrane in nose or throat,Thick grey layer in nose or throat,both,Signs and symptoms,serious
1061,s_649,Psychomotor retardation,Psychomotor retardation,both,Signs and symptoms,normal
1062,s_653,Pupil dilation variation,Pupil dilation variation,both,Signs and symptoms,normal
1063,s_1238,Pupil or pupils unreactive to accommodation,Pupil or pupils unreactive to accommodation,both,Signs and symptoms,normal
1064,s_762,Purpuric rash,Small red or purple spots not fading under pressure,both,Signs and symptoms,serious
1065,s_1915,"Purpuric rash, palpable",Small red or purple spots that can be felt,both,Signs and symptoms,emergency
1066,s_2212,Purulent vaginal discharge,Purulent vaginal discharge,female,Signs and symptoms,normal
1067,s_1315,Pus under the skin of the finger,Pus under the skin of the finger,both,Signs and symptoms,serious
1068,s_388,Pustule,Small bumps less than 1 cm filled with pus,both,Signs and symptoms,normal
1069,s_989,Pyramidal signs,Pyramidal signs,both,Signs and symptoms,emergency
1070,s_637,Quickening of thoughts and speech,Quickening of thoughts and speech,both,Signs and symptoms,normal
1071,s_779,Rash or impulsive decisions,Making rash or impulsive decisions,both,Signs and symptoms,normal
1072,s_706,Re-experiencing the psychological trauma in nightmares,Re-experiencing the traumatic event in nightmares,both,Signs and symptoms,normal
1073,s_705,Re-experiencing the psychological trauma in recurring flashbacks,Re-experiencing the traumatic event in recurring distressing memories,both,Signs and symptoms,normal
1074,s_708,Re-experiencing the psychological trauma through physiological reactivity,Strong physiological reactions while re-experiencing the traumatic event,both,Signs and symptoms,normal
1075,s_707,Re-experiencing traumatic event,Re-experiencing traumatic event,both,Signs and symptoms,normal
1076,s_2351,Reading difficulties,Reading difficulties,both,Signs and symptoms,normal
1077,s_1494,Rebound tenderness,Rebound tenderness,both,Signs and symptoms,normal
1078,s_528,Recent alcohol consumption,Recent alcohol consumption,both,Signs and symptoms,normal
1079,s_2079,Recent injury without bleeding,Recent injury without bleeding,both,Signs and symptoms,normal
1080,s_2230,"Recent self-injurious behaviour, major",Recent major self-injury,both,Signs and symptoms,emergency
1081,s_2229,"Recent self-injurious behaviour, minor",Recent minor self-injury,both,Signs and symptoms,serious
1082,s_142,Recurrent gastric ulcers,Recurrent gastric ulcers,both,Signs and symptoms,normal
1083,s_139,Recurrent tonsils inflammation,Recurrent tonsils inflammation,both,Signs and symptoms,normal
1084,s_72,Red and stinging conjunctivae,Red and stinging eyes,both,Signs and symptoms,normal
1085,s_692,Red and swollen oral mucosa,Red and swollen inside of mouth,both,Signs and symptoms,normal
1086,s_112,Red coloured stool,Red stool,both,Signs and symptoms,serious
1087,s_113,Red coloured urine,Red urine,both,Signs and symptoms,normal
1088,s_492,Red eye,Bloodshot eye,both,Signs and symptoms,normal
1089,s_384,"Red macules with silver-white, flaky scales","Red skin patches with silver-white, flaky scales",both,Signs and symptoms,normal
1090,s_73,"Red stretch marks on abdomen, hips, or thighs","Red stretch marks on stomach, hips, or thighs",both,Signs and symptoms,normal
1091,s_1181,Redness behind the ear,Redness behind the ear,both,Signs and symptoms,normal
1092,s_1145,Redness in temporal region,Redness around the temple,both,Signs and symptoms,normal
1093,s_410,Reduced body temperature,Reduced body temperature,both,Signs and symptoms,normal
1094,s_572,Reduced degree of facial expression,Face lacking expression or animation,both,Signs and symptoms,normal
1095,s_1713,Reduced range of joint motion,Joint hard to move,both,Signs and symptoms,normal
1096,s_1903,"Reduced range of joint motion, passive",Reduced range of passive joint motion,both,Signs and symptoms,normal
1097,s_2008,Regular uterine contractions,Regular uterine contractions,female,Signs and symptoms,serious
1098,s_330,Regurgitation,Food coming back up into the mouth,both,Signs and symptoms,normal
1099,s_780,Religious delusion,Religious delusion,both,Signs and symptoms,normal
1100,s_2076,"Respiratory distress, after trauma",Breathing problems after an injury,both,Signs and symptoms,emergency_ambulance
1101,s_1463,"Restless legs, nocturnal",Nighttime restless legs,both,Signs and symptoms,normal
1102,s_186,"Restricted mobility, difficulty bending over",Difficulty bending down,both,Signs and symptoms,normal
1103,s_1418,Retinal artery occlusions,Retinal artery occlusions,both,Signs and symptoms,normal
1104,s_1344,Retinal hemorrhage,Retinal hemorrhage,both,Signs and symptoms,normal
1105,s_1412,Retinal microaneurysms,Retinal microaneurysms,both,Signs and symptoms,normal
1106,s_1415,Retinal neovascularization elsewhere,Retinal neovascularization elsewhere,both,Signs and symptoms,normal
1107,s_1414,Retinal swelling,Retinal swelling,both,Signs and symptoms,normal
1108,s_343,Retraction or indentation of nipple,Change in the nipple,female,Signs and symptoms,normal
1109,s_1055,Retrobulbar neuritis,Retrobulbar neuritis,both,Signs and symptoms,normal
1110,s_1533,Rhinitis triggered by environment,Runny or stuffy nose triggered by environment,both,Signs and symptoms,normal
1111,s_1682,Rhinophyma,Ruddy bulbous nose,both,Signs and symptoms,normal
1112,s_816,Risky alcohol consumption,Risky drinking,both,Signs and symptoms,normal
1113,s_1738,Romberg's sign,Romberg's sign,both,Signs and symptoms,normal
1114,s_1377,Rose spots on lower chest and abdomen,Rose spots on lower chest and abdomen,both,Signs and symptoms,normal
1115,s_1255,Rossolimo's sign,Rossolimo's sign,both,Signs and symptoms,emergency
1116,s_1732,Rovsing's sign,Rovsing's sign,both,Signs and symptoms,normal
1117,s_1141,Russell's sign,Russell's sign,both,Signs and symptoms,normal
1118,s_1285,Sagging of the palate ipsilateral to suspected nerve damage,Sagging of the palate ipsilateral to suspected nerve damage,both,Signs and symptoms,normal
1119,s_1544,Scarlet fever rash,Scarlet fever rash,both,Signs and symptoms,normal
1120,s_1259,Schaeffer's sign,Schaeffer's sign,both,Signs and symptoms,normal
1121,s_836,Schizophasia,Schizophasia,both,Signs and symptoms,normal
1122,s_1492,Scleral icterus,Yellow eyes,both,Signs and symptoms,serious
1123,s_124,Scotoma,Black spots in vision,both,Signs and symptoms,normal
1124,s_1342,Scrotal transillumination,Scrotal transillumination,male,Signs and symptoms,normal
1125,s_835,Seasonal pattern of depressive symptoms,Depressive symptoms occurring at the same time every year,both,Signs and symptoms,normal
1126,s_829,Secret alcohol consumption,Secretly drinking alcohol,both,Signs and symptoms,normal
1127,s_2045,Seizures,Seizures,both,Signs and symptoms,serious
1128,s_2209,"Seizures, recurrent",Recurrent seizures,both,Signs and symptoms,serious
1129,s_189,"Seizures, with loss of consciousness",Seizures with loss of consciousness,both,Signs and symptoms,emergency_ambulance
1130,s_539,"Seizures, without loss of consciousness",Seizures without loss of consciousness,both,Signs and symptoms,serious
1131,s_2228,"Self-injurious behaviour, recent",Recent self-injurious behaviour,both,Signs and symptoms,serious
1132,s_2213,Self-injurious thoughts or behaviours,Self-injurious thoughts or behaviours,both,Signs and symptoms,serious
1133,s_423,Sense of self-worth dependent on weight,Self-worth based on weight,both,Signs and symptoms,normal
1134,s_972,Sensory loss in both arms,Loss of feeling in both arms,both,Signs and symptoms,serious
1135,s_313,Sensory loss in one limb,Loss of feeling in one arm or leg,both,Signs and symptoms,emergency_ambulance
1136,s_2089,"Serious injury, respiratory difficulty, severe bleeding, new neurological problem","Serious injury, respiratory difficulty, severe bleeding, new neurological problem",both,Other,serious
1137,s_2081,"Severe pain, after trauma",Severe pain after an injury,both,Signs and symptoms,serious
1138,s_74,Sexual activity more often or with more partners than intended,Sexual activity more often or with more partners than intended,both,Signs and symptoms,normal
1139,s_2,Sexual intercourse in recent months,Sexual intercourse in recent months,female,Signs and symptoms,normal
1140,s_1399,Shafer's sign,Shafer's sign,both,Signs and symptoms,normal
1141,s_1462,Shallow breathing,Shallow breathing,both,Signs and symptoms,serious
1142,s_648,Simple auditory paradelusions,Simple auditory paradelusions,both,Signs and symptoms,normal
1143,s_647,Simple visual paradelusions,Simple visual paradelusions,both,Signs and symptoms,normal
1144,s_2356,"Single red area, larger than 1 cm",Single red area larger than 1 cm,both,Signs and symptoms,normal
1145,s_2358,"Single red spot, smaller than 1 cm",Single red spot smaller than 1 cm,both,Signs and symptoms,normal
1146,s_1470,Skin desquamation,Skin shedding,both,Signs and symptoms,normal
1147,s_1831,Skin mass,Lumps or bumps,both,Signs and symptoms,normal
1148,s_1931,"Skin mass, bleeding",Bleeding lump or bump,both,Signs and symptoms,serious
1149,s_1830,"Skin mass, larger than 1 cm",Lump larger than 1 cm,both,Signs and symptoms,normal
1150,s_2550,"Skin mass, larger than 1 cm, firm",Firm lump on the skin larger than 1 cm,both,Signs and symptoms,normal
1151,s_2549,"Skin mass, larger than 1 cm, soft",Soft lump on the skin larger than 1 cm,both,Signs and symptoms,normal
1152,s_2555,"Skin mass, larger than 1 cm, unknown consistency",Lump of unknown consistency larger than 1 cm,both,Signs and symptoms,normal
1153,s_2285,"Skin mass, natal cleft",Lump or bump in groove between buttocks,both,Signs and symptoms,normal
1154,s_101,"Skin mass, smaller than 1 cm",Bump smaller than 1 cm,both,Signs and symptoms,normal
1155,s_1674,Skin pain,Skin pain,both,Signs and symptoms,normal
1156,s_43,"Skin pain, severe",Severe skin pain,both,Signs and symptoms,normal
1157,s_1209,"Skin pallor, sudden",Sudden paleness of skin,both,Signs and symptoms,normal
1158,s_376,Skin phototype I or II,Light or fair skin that easily burns,both,Signs and symptoms,normal
1159,s_1650,Skin thickening,Skin thickening,both,Signs and symptoms,normal
1160,s_2377,Skin wound,Skin wound,both,Signs and symptoms,normal
1161,s_2398,"Skin wound, after surgery",Surgical wound,both,Signs and symptoms,normal
1162,s_2379,"Skin wound, non-traumatic ulcer",Ulcer unrelated to an injury,both,Signs and symptoms,normal
1163,s_2399,"Skin wound, self-inflicted",Self-inflicted wound,both,Signs and symptoms,normal
1164,s_2378,"Skin wound, trauma-related",Skin wound after injury,both,Signs and symptoms,normal
1165,s_1474,Skull lesions,Skull lesions,both,Signs and symptoms,normal
1166,s_319,Sleep disorder,Changes in sleeping patterns or habit,both,Signs and symptoms,normal
1167,s_238,Slower gait,Slower walk,both,Signs and symptoms,normal
1168,s_196,"Smoking, during illness",Smoking even when sick,both,Signs and symptoms,normal
1169,s_265,"Smoking, in non-smoking areas",Smoking in non-smoking areas,both,Signs and symptoms,normal
1170,s_93,"Smoking, large quantities",Smoking more than 20 cigarettes a day,both,Signs and symptoms,normal
1171,s_308,"Smoking, mostly in the morning",Smoking mostly in the morning,both,Signs and symptoms,normal
1172,s_134,"Smoking, need first cigarette of the day",Difficulty not smoking first cigarette of the day,both,Signs and symptoms,normal
1173,s_327,"Smoking, need when waking up",Smoking as soon as waking up,both,Signs and symptoms,normal
1174,s_271,Smooth face without wrinkles,Smooth face without wrinkles,both,Signs and symptoms,normal
1175,s_715,Sneezing,Sneezing,both,Signs and symptoms,normal
1176,s_136,Sneezing attacks,Sneezing fits,both,Signs and symptoms,normal
1177,s_67,Snoring,Snoring,both,Signs and symptoms,normal
1178,s_659,Social isolation,Social isolation,both,Signs and symptoms,normal
1179,s_773,Social maladjustment,Social maladjustment,both,Signs and symptoms,normal
1180,s_1242,Soft lump in inguinal region,Soft lump in groin,both,Signs and symptoms,normal
1181,s_1244,"Soft lump in inguinal region, decreasing when supine",Soft lump in groin gets smaller when lying down,both,Signs and symptoms,normal
1182,s_1243,"Soft lump in inguinal region, increasing with increased abdominal pressure",Soft lump gets bigger with increase in abdominal pressure,both,Signs and symptoms,normal
1183,s_1245,"Soft lump in inguinal region, reducible",Soft lump in groin can be pushed back in groin,both,Signs and symptoms,normal
1184,s_1347,Soft retinal exudates,Soft retinal exudates,both,Signs and symptoms,normal
1185,s_1426,Spasms in upper extremities,Spasms in arms or hands,both,Signs and symptoms,normal
1186,s_571,Spasticity,Tight and spasming muscles,both,Signs and symptoms,normal
1187,s_2290,"Speech and language impairment, rapid onset",Recent speech and language difficulties,both,Signs and symptoms,serious
1188,s_213,Spending a lot of time on sex-related activity,Spending a lot of time on sex-related activity,both,Signs and symptoms,normal
1189,s_1536,Spine asymmetry,Spine asymmetry,both,Signs and symptoms,normal
1190,s_257,Spine stiffness in the morning,Stiff spine in the morning,both,Signs and symptoms,normal
1191,s_1045,Splenomegaly,Enlarged spleen,both,Signs and symptoms,serious
1192,s_1434,Steatorrhea,Fatty stools,both,Signs and symptoms,normal
1193,s_1270,Sterling's sign,Sterling's sign,both,Signs and symptoms,normal
1194,s_1381,Sternal rub,Sternal rub,both,Signs and symptoms,normal
1195,s_418,Stiff neck,Stiff neck,both,Signs and symptoms,normal
1196,s_1260,Stransky's sign,Stransky's sign,both,Signs and symptoms,normal
1197,s_1467,Strawberry tongue,Strawberry tongue,both,Signs and symptoms,normal
1198,s_1275,Strumpell's sign,Strumpell's sign,both,Signs and symptoms,serious
1199,s_2291,Subungual splinter hemorrhages,Small red spots or lines under the nail,both,Signs and symptoms,normal
1200,s_1067,Sudden face flushing,Sudden face flushing,both,Signs and symptoms,normal
1201,s_530,Sudden increase in blood pressure,Sudden increase in blood pressure,both,Signs and symptoms,serious
1202,s_1139,Suicidal thoughts,Suicidal thoughts,both,Signs and symptoms,serious
1203,s_1140,Suicidal thoughts with plan and steps taken,Suicidal thoughts with plan and steps taken,both,Signs and symptoms,emergency_ambulance
1204,s_1943,Sunburn,Sunburn,both,Signs and symptoms,normal
1205,s_2407,Suspicion of intoxication or poisoning,Possible intoxication or poisoning,both,Signs and symptoms,serious
1206,s_383,Suspicious mole or birthmark,Suspicious mole or birthmark,both,Signs and symptoms,normal
1207,s_380,"Suspicious mole or birthmark, asymmetrical",Asymmetric mole or birthmark,both,Signs and symptoms,normal
1208,s_585,"Suspicious mole or birthmark, change in colour",Change in colour of mole or birthmark,both,Signs and symptoms,normal
1209,s_584,"Suspicious mole or birthmark, change in shape",Change in shape of mole or birthmark,both,Signs and symptoms,normal
1210,s_381,"Suspicious mole or birthmark, irregular border",Mole or birthmark with irregular border,both,Signs and symptoms,normal
1211,s_382,"Suspicious mole or birthmark, larger than 6 mm",Mole or birthmark larger than 6 mm,both,Signs and symptoms,normal
1212,s_2300,Swallowed foreign body,Swallowed object,both,Signs and symptoms,emergency
1213,s_214,Sweating on painful side of forehead,Sweating on painful side of forehead,both,Signs and symptoms,normal
1214,s_1182,Swelling in the mastoid region,Swelling behind ear,both,Signs and symptoms,normal
1215,s_1099,Swelling of nasal concha,Swelling of nasal concha,both,Signs and symptoms,normal
1216,s_1097,Swelling of nasal mucosa,Swelling of nasal mucosa,both,Signs and symptoms,normal
1217,s_1144,Swelling of temporal artery,Swelling of temporal artery,both,Signs and symptoms,normal
1218,s_1098,Swollen blue or bluish-gray nasal mucosa,Swollen blue or bluish-gray nasal mucosa,both,Signs and symptoms,normal
1219,s_177,Swollen cheek,Swollen cheek,both,Signs and symptoms,normal
1220,s_172,Swollen gums,Swollen gums,both,Signs and symptoms,normal
1221,s_162,Symptoms appearing after taking painkillers or a change in diet,Symptoms appearing after taking painkillers or a change in diet,both,Signs and symptoms,normal
1222,s_558,Symptoms exacerbated by low temperature,Symptoms worse in the cold,both,Signs and symptoms,normal
1223,s_161,Symptoms regularly appearing a few days before menstrual period,Symptoms regularly appearing a few days before period,female,Signs and symptoms,normal
1224,s_261,Tachycardia,Fast heart rate,both,Signs and symptoms,normal
1225,s_227,Tachypnea,Accelerated breathing,both,Signs and symptoms,serious
1226,s_1153,"Taste disorder, anterior two-thirds of tongue",Taste disorder in anterior two-thirds of tongue,both,Signs and symptoms,normal
1227,s_1096,Taste disorders,Abnormal or loss of taste,both,Signs and symptoms,normal
1228,s_545,Telangiectasias,Spider veins,both,Signs and symptoms,normal
1229,s_1685,"Telangiectasias, face",Spider veins on the face,both,Signs and symptoms,normal
1230,s_1465,Temporary blindness,Temporary blindness,both,Signs and symptoms,emergency
1231,s_2410,Tenderness in the scrotum,Pain when pressing scrotum,male,Signs and symptoms,serious
1232,s_640,Tenesmus,Feeling of incomplete defecation,both,Signs and symptoms,normal
1233,s_1114,Terry's nails,Terry's nails,both,Signs and symptoms,normal
1234,s_1117,Testicular atrophy,Shrinking or diminishing of both testicles,male,Signs and symptoms,normal
1235,s_1790,Thickened nails,Thickened nails,both,Signs and symptoms,normal
1236,s_386,"Thickened nails, with pits or grooves",Thickened nails with pits or grooves,both,Signs and symptoms,normal
1237,s_2039,Third-degree burn,Full-thickness skin burn,both,Signs and symptoms,emergency
1238,s_728,Thoughts of harming one's child,Thoughts of harming one's child,female,Signs and symptoms,serious
1239,s_729,Thoughts of killing one's child,Thoughts of killing one's child,female,Signs and symptoms,serious
1240,s_555,Tingling fingers,Tingling fingers,both,Signs and symptoms,normal
1241,s_1899,"Tingling fingers, first three digits","Tingling in the thumb, index and middle finger",both,Signs and symptoms,normal
1242,s_1900,"Tingling fingers, fourth and fifth digits",Tingling in the ring and little finger,both,Signs and symptoms,normal
1243,s_407,Tinnitus,Ringing in ears,both,Signs and symptoms,normal
1244,s_1466,"Tinnitus, pulsatile",Pulsing sound in ears,both,Signs and symptoms,normal
1245,s_1833,Toe pain,Toe pain,both,Signs and symptoms,normal
1246,s_673,Tongue enlargement,Swollen tongue,both,Signs and symptoms,normal
1247,s_607,Tongue erythema,Unusually red tongue,both,Signs and symptoms,normal
1248,s_995,Tongue muscle atrophy,Shrinkage of tonuge,both,Signs and symptoms,normal
1249,s_1534,Tonsil stones,White or yellow formations in tonsils,both,Signs and symptoms,normal
1250,s_1050,Tooth loss,Tooth loss,both,Signs and symptoms,normal
1251,s_551,Toothache,Toothache,both,Signs and symptoms,normal
1252,s_56,"Toothache, associated with chewing",Toothache when chewing,both,Signs and symptoms,normal
1253,s_2432,"Toothache, associated with cold",Toothache associated with cold,both,Signs and symptoms,normal
1254,s_231,"Toothache, associated with heat",Toothache associated with heat,both,Signs and symptoms,normal
1255,s_2451,"Toothache, associated with lying down",Toothache when lying down,both,Signs and symptoms,normal
1256,s_2452,"Toothache, associated with sweet or acidic foods or drinks",Toothache associated with sweet or acidic foods or drinks,both,Signs and symptoms,normal
1257,s_2485,"Toothache, associated with touch",Toothache associated with touch,both,Signs and symptoms,normal
