id,name,common_name,sex_filter,category,seriousness
s_2346,"Paresis, limbs, lasting between 24 hours and 4 weeks",Limb weakness lasting between 24 hours and 4 weeks,both,Signs and symptoms,normal
s_2345,"Paresis, limbs, lasting less than 24 hours",Limb weakness lasting less than 24 hours,both,Signs and symptoms,normal
s_2347,"Paresis, limbs, lasting more than 4 weeks",Limb weakness lasting more than 4 weeks,both,Signs and symptoms,normal
s_2340,"Paresis, limbs, other","Paresis, limbs, other",both,Signs and symptoms,serious
s_2339,"Paresis, limbs, tetraparesis",Weakness of all limbs,both,Signs and symptoms,normal
s_2331,"Paresis, localised",Localised muscle weakness,both,Signs and symptoms,normal
s_2318,"Paresis, one lower limb",Difficulty moving one lower limb,both,Signs and symptoms,normal
s_2342,"Paresis, one upper limb",Difficulty moving one upper limb,both,Signs and symptoms,normal
s_518,Paresthesia,Tingling or numbness,both,Signs and symptoms,normal
s_1066,"Paresthesia in both upper limbs, glove distribution","Paresthesia in both upper limbs, glove distribution",both,Signs and symptoms,normal
s_126,"Paresthesia, around the mouth",Tingling or numbness around the mouth,both,Signs and symptoms,normal
s_1069,"Paresthesia, ascending",Ascending tingling or numbness,both,Signs and symptoms,normal
s_125,"Paresthesia, both feet",Feet tingling or numbness,both,Signs and symptoms,normal
s_1063,"Paresthesia, both lower limbs",Tingling or numbness of both lower limbs,both,Signs and symptoms,normal
s_973,"Paresthesia, both upper limbs",Tingling or numbness of both upper limbs,both,Signs and symptoms,normal
s_971,"Paresthesia, face",Face tingling or numbness,both,Signs and symptoms,normal
s_2306,"Paresthesia, lower limbs",Tingling and numbness of lower limbs,both,Signs and symptoms,normal
s_2315,"Paresthesia, one foot",Foot tingling or numbness,both,Signs and symptoms,normal
s_2001,"Paresthesia, one lower limb",Tingling or numbness in one lower limb,both,Signs and symptoms,normal
s_1449,"Paresthesia, one upper limb",Tingling or numbness of one upper limb,both,Signs and symptoms,normal
s_1932,"Paresthesia, sudden onset",Sudden onset of tingling or numbness,both,Signs and symptoms,normal
s_2304,"Paresthesia, upper limbs",Tingling and numbness of upper limbs,both,Signs and symptoms,normal
s_1068,"Paresthesias, symmetrical",Symmetrical paresthesias,both,Signs and symptoms,normal
s_529,Parotid swelling,Parotid swelling,both,Signs and symptoms,serious
s_1800,Past appendectomy,Appendix removal in the past,both,Other,normal
s_1801,Past cholecystectomy,Gallbladder removal in the past,both,Other,normal
s_1715,Pathologic fractures,Broken bone not caused by trauma,both,Signs and symptoms,normal
s_795,Pencil-thin stools,Pencil-thin stools,both,Signs and symptoms,serious
s_2043,Penile itching,Itchy penis,male,Signs and symptoms,normal
s_1380,Pericardial friction rub,Pericardial friction rub,both,Signs and symptoms,normal
s_1312,Perionychial pain,Pain of the skin around the nail,both,Signs and symptoms,normal
s_2084,Periorbital ecchymosis,Bruising around the eyes,both,Signs and symptoms,serious
s_1018,Perseveration,Perseveration,both,Signs and symptoms,serious
s_348,Personality changes,Personality changes,both,Signs and symptoms,normal
s_594,Petechiae,Small red spots not fading under pressure,both,Signs and symptoms,normal
s_1367,Pharyngeal erythema,Red throat,both,Signs and symptoms,normal
s_20,Pharyngeal pain,Sore throat,both,Signs and symptoms,normal
s_1826,"Pharyngeal pain, unilateral",One-sided sore throat,both,Signs and symptoms,normal
s_2461,Pharyngeal swelling,Throat swelling,both,Signs and symptoms,normal
s_263,Phimosis,Difficulty retracting foreskin,male,Signs and symptoms,normal
s_915,Phobia,Irrational fear,both,Signs and symptoms,normal
s_2088,Physical injury,Injury,both,Other,normal
s_281,"Physical injury, to self or others after drinking alcohol",Injury to self or others after drinking alcohol,both,Signs and symptoms,normal
s_1437,Pleural effusion,Pleural effusion,both,Signs and symptoms,serious
s_1396,Pleural friction rub,Pleural friction rub,both,Signs and symptoms,normal
s_2112,"Pleuritic chest pain, after trauma",Sudden and sharp chest pain after an injury,both,Signs and symptoms,emergency
s_75,Polyuria,Passing more urine than usual in a day,both,Signs and symptoms,normal
s_770,Poor personal hygiene,Poor personal hygiene,both,Signs and symptoms,normal
s_1093,Positive allergy challenge,Positive allergy challenge,both,Signs and symptoms,normal
s_1092,Positive prick or patch skin allergy test,Positive prick or patch skin allergy test,both,Signs and symptoms,normal
s_2175,Possible rabies exposure,Possible rabies exposure,both,Signs and symptoms,serious
s_1471,Postnasal drip,Mucus dripping at the back of the throat,both,Signs and symptoms,normal
s_225,Premature greying,Premature greying,both,Signs and symptoms,normal
s_69,Preoccupation with food,Preoccupation with food,both,Signs and symptoms,normal
s_1323,Presence of neurofibromas,Presence of neurofibromas,both,Signs and symptoms,normal
s_1162,Pretibial myxedema,Pretibial myxedema,both,Signs and symptoms,normal
s_1397,Priapism,Prolonged erection,male,Signs and symptoms,serious
s_123,Problems with everyday tasks,"Problems with everyday tasks such as washing, eating, or dressing",both,Signs and symptoms,normal
s_593,Prolonged bleeding time,Prolonged bleeding time,both,Signs and symptoms,normal
s_777,Prolonged nighttime sleep,Prolonged nighttime sleep,both,Signs and symptoms,normal
s_1089,Prostate enlargement,Prostate enlargement,male,Signs and symptoms,serious
s_254,Pruritus,Itching,both,Signs and symptoms,normal
s_251,"Pruritus, aggravated by change in temperature, sweating, or wearing wool","Itching aggravated by changes in temperature, sweat, or wearing wool",both,Signs and symptoms,normal
s_2033,"Pruritus, foot",Itchy foot,both,Signs and symptoms,normal
s_250,"Pruritus, most intense at night",Itching most intense at night,both,Signs and symptoms,normal
s_1617,"Pruritus, scalp",Itchy scalp,both,Signs and symptoms,normal
s_1548,Pseudomembrane in nose or throat,Thick grey layer in nose or throat,both,Signs and symptoms,serious
s_649,Psychomotor retardation,Psychomotor retardation,both,Signs and symptoms,normal
s_653,Pupil dilation variation,Pupil dilation variation,both,Signs and symptoms,normal
s_1238,Pupil or pupils unreactive to accommodation,Pupil or pupils unreactive to accommodation,both,Signs and symptoms,normal
s_762,Purpuric rash,Small red or purple spots not fading under pressure,both,Signs and symptoms,serious
s_1915,"Purpuric rash, palpable",Small red or purple spots that can be felt,both,Signs and symptoms,emergency
s_2212,Purulent vaginal discharge,Purulent vaginal discharge,female,Signs and symptoms,normal
s_1315,Pus under the skin of the finger,Pus under the skin of the finger,both,Signs and symptoms,serious
s_388,Pustule,Small bumps less than 1 cm filled with pus,both,Signs and symptoms,normal
s_989,Pyramidal signs,Pyramidal signs,both,Signs and symptoms,emergency
s_637,Quickening of thoughts and speech,Quickening of thoughts and speech,both,Signs and symptoms,normal
s_779,Rash or impulsive decisions,Making rash or impulsive decisions,both,Signs and symptoms,normal
s_706,Re-experiencing the psychological trauma in nightmares,Re-experiencing the traumatic event in nightmares,both,Signs and symptoms,normal
s_705,Re-experiencing the psychological trauma in recurring flashbacks,Re-experiencing the traumatic event in recurring distressing memories,both,Signs and symptoms,normal
s_708,Re-experiencing the psychological trauma through physiological reactivity,Strong physiological reactions while re-experiencing the traumatic event,both,Signs and symptoms,normal
s_707,Re-experiencing traumatic event,Re-experiencing traumatic event,both,Signs and symptoms,normal
s_2351,Reading difficulties,Reading difficulties,both,Signs and symptoms,normal
s_1494,Rebound tenderness,Rebound tenderness,both,Signs and symptoms,normal
s_528,Recent alcohol consumption,Recent alcohol consumption,both,Signs and symptoms,normal
s_2079,Recent injury without bleeding,Recent injury without bleeding,both,Signs and symptoms,normal
s_2230,"Recent self-injurious behaviour, major",Recent major self-injury,both,Signs and symptoms,emergency
s_2229,"Recent self-injurious behaviour, minor",Recent minor self-injury,both,Signs and symptoms,serious
s_142,Recurrent gastric ulcers,Recurrent gastric ulcers,both,Signs and symptoms,normal
s_139,Recurrent tonsils inflammation,Recurrent tonsils inflammation,both,Signs and symptoms,normal
s_72,Red and stinging conjunctivae,Red and stinging eyes,both,Signs and symptoms,normal
s_692,Red and swollen oral mucosa,Red and swollen inside of mouth,both,Signs and symptoms,normal
s_112,Red coloured stool,Red stool,both,Signs and symptoms,serious
s_113,Red coloured urine,Red urine,both,Signs and symptoms,normal
s_492,Red eye,Bloodshot eye,both,Signs and symptoms,normal
s_384,"Red macules with silver-white, flaky scales","Red skin patches with silver-white, flaky scales",both,Signs and symptoms,normal
s_73,"Red stretch marks on abdomen, hips, or thighs","Red stretch marks on stomach, hips, or thighs",both,Signs and symptoms,normal
s_1181,Redness behind the ear,Redness behind the ear,both,Signs and symptoms,normal
s_1145,Redness in temporal region,Redness around the temple,both,Signs and symptoms,normal
s_410,Reduced body temperature,Reduced body temperature,both,Signs and symptoms,normal
s_572,Reduced degree of facial expression,Face lacking expression or animation,both,Signs and symptoms,normal
s_1713,Reduced range of joint motion,Joint hard to move,both,Signs and symptoms,normal
s_1903,"Reduced range of joint motion, passive",Reduced range of passive joint motion,both,Signs and symptoms,normal
s_2008,Regular uterine contractions,Regular uterine contractions,female,Signs and symptoms,serious
s_330,Regurgitation,Food coming back up into the mouth,both,Signs and symptoms,normal
s_780,Religious delusion,Religious delusion,both,Signs and symptoms,normal
s_2076,"Respiratory distress, after trauma",Breathing problems after an injury,both,Signs and symptoms,emergency_ambulance
s_1463,"Restless legs, nocturnal",Nighttime restless legs,both,Signs and symptoms,normal
s_186,"Restricted mobility, difficulty bending over",Difficulty bending down,both,Signs and symptoms,normal
s_1418,Retinal artery occlusions,Retinal artery occlusions,both,Signs and symptoms,normal
s_1344,Retinal hemorrhage,Retinal hemorrhage,both,Signs and symptoms,normal
s_1412,Retinal microaneurysms,Retinal microaneurysms,both,Signs and symptoms,normal
s_1415,Retinal neovascularization elsewhere,Retinal neovascularization elsewhere,both,Signs and symptoms,normal
s_1414,Retinal swelling,Retinal swelling,both,Signs and symptoms,normal
s_343,Retraction or indentation of nipple,Change in the nipple,female,Signs and symptoms,normal
s_1055,Retrobulbar neuritis,Retrobulbar neuritis,both,Signs and symptoms,normal
s_1533,Rhinitis triggered by environment,Runny or stuffy nose triggered by environment,both,Signs and symptoms,normal
s_1682,Rhinophyma,Ruddy bulbous nose,both,Signs and symptoms,normal
s_816,Risky alcohol consumption,Risky drinking,both,Signs and symptoms,normal
s_1738,Romberg's sign,Romberg's sign,both,Signs and symptoms,normal
s_1377,Rose spots on lower chest and abdomen,Rose spots on lower chest and abdomen,both,Signs and symptoms,normal
s_1255,Rossolimo's sign,Rossolimo's sign,both,Signs and symptoms,emergency
s_1732,Rovsing's sign,Rovsing's sign,both,Signs and symptoms,normal
s_1141,Russell's sign,Russell's sign,both,Signs and symptoms,normal
s_1285,Sagging of the palate ipsilateral to suspected nerve damage,Sagging of the palate ipsilateral to suspected nerve damage,both,Signs and symptoms,normal
s_1544,Scarlet fever rash,Scarlet fever rash,both,Signs and symptoms,normal
s_1259,Schaeffer's sign,Schaeffer's sign,both,Signs and symptoms,normal
s_836,Schizophasia,Schizophasia,both,Signs and symptoms,normal
s_1492,Scleral icterus,Yellow eyes,both,Signs and symptoms,serious
s_124,Scotoma,Black spots in vision,both,Signs and symptoms,normal
s_1342,Scrotal transillumination,Scrotal transillumination,male,Signs and symptoms,normal
s_835,Seasonal pattern of depressive symptoms,Depressive symptoms occurring at the same time every year,both,Signs and symptoms,normal
s_829,Secret alcohol consumption,Secretly drinking alcohol,both,Signs and symptoms,normal
s_2045,Seizures,Seizures,both,Signs and symptoms,serious
s_2209,"Seizures, recurrent",Recurrent seizures,both,Signs and symptoms,serious
s_189,"Seizures, with loss of consciousness",Seizures with loss of consciousness,both,Signs and symptoms,emergency_ambulance
s_539,"Seizures, without loss of consciousness",Seizures without loss of consciousness,both,Signs and symptoms,serious
s_2228,"Self-injurious behaviour, recent",Recent self-injurious behaviour,both,Signs and symptoms,serious
s_2213,Self-injurious thoughts or behaviours,Self-injurious thoughts or behaviours,both,Signs and symptoms,serious
s_423,Sense of self-worth dependent on weight,Self-worth based on weight,both,Signs and symptoms,normal
s_972,Sensory loss in both arms,Loss of feeling in both arms,both,Signs and symptoms,serious
s_313,Sensory loss in one limb,Loss of feeling in one arm or leg,both,Signs and symptoms,emergency_ambulance
s_2089,"Serious injury, respiratory difficulty, severe bleeding, new neurological problem","Serious injury, respiratory difficulty, severe bleeding, new neurological problem",both,Other,serious
s_2081,"Severe pain, after trauma",Severe pain after an injury,both,Signs and symptoms,serious
s_74,Sexual activity more often or with more partners than intended,Sexual activity more often or with more partners than intended,both,Signs and symptoms,normal
s_2,Sexual intercourse in recent months,Sexual intercourse in recent months,female,Signs and symptoms,normal
s_1399,Shafer's sign,Shafer's sign,both,Signs and symptoms,normal
s_1462,Shallow breathing,Shallow breathing,both,Signs and symptoms,serious
s_648,Simple auditory paradelusions,Simple auditory paradelusions,both,Signs and symptoms,normal
s_647,Simple visual paradelusions,Simple visual paradelusions,both,Signs and symptoms,normal
s_2356,"Single red area, larger than 1 cm",Single red area larger than 1 cm,both,Signs and symptoms,normal
s_2358,"Single red spot, smaller than 1 cm",Single red spot smaller than 1 cm,both,Signs and symptoms,normal
s_1470,Skin desquamation,Skin shedding,both,Signs and symptoms,normal
s_1831,Skin mass,Lumps or bumps,both,Signs and symptoms,normal
s_1931,"Skin mass, bleeding",Bleeding lump or bump,both,Signs and symptoms,serious
s_1830,"Skin mass, larger than 1 cm",Lump larger than 1 cm,both,Signs and symptoms,normal
s_2550,"Skin mass, larger than 1 cm, firm",Firm lump on the skin larger than 1 cm,both,Signs and symptoms,normal
s_2549,"Skin mass, larger than 1 cm, soft",Soft lump on the skin larger than 1 cm,both,Signs and symptoms,normal
s_2555,"Skin mass, larger than 1 cm, unknown consistency",Lump of unknown consistency larger than 1 cm,both,Signs and symptoms,normal
s_2285,"Skin mass, natal cleft",Lump or bump in groove between buttocks,both,Signs and symptoms,normal
s_101,"Skin mass, smaller than 1 cm",Bump smaller than 1 cm,both,Signs and symptoms,normal
s_1674,Skin pain,Skin pain,both,Signs and symptoms,normal
s_43,"Skin pain, severe",Severe skin pain,both,Signs and symptoms,normal
s_1209,"Skin pallor, sudden",Sudden paleness of skin,both,Signs and symptoms,normal
s_376,Skin phototype I or II,Light or fair skin that easily burns,both,Signs and symptoms,normal
s_1650,Skin thickening,Skin thickening,both,Signs and symptoms,normal
s_2377,Skin wound,Skin wound,both,Signs and symptoms,normal
s_2398,"Skin wound, after surgery",Surgical wound,both,Signs and symptoms,normal
s_2379,"Skin wound, non-traumatic ulcer",Ulcer unrelated to an injury,both,Signs and symptoms,normal
s_2399,"Skin wound, self-inflicted",Self-inflicted wound,both,Signs and symptoms,normal
s_2378,"Skin wound, trauma-related",Skin wound after injury,both,Signs and symptoms,normal
s_1474,Skull lesions,Skull lesions,both,Signs and symptoms,normal
s_319,Sleep disorder,Changes in sleeping patterns or habit,both,Signs and symptoms,normal
s_238,Slower gait,Slower walk,both,Signs and symptoms,normal
s_196,"Smoking, during illness",Smoking even when sick,both,Signs and symptoms,normal
s_265,"Smoking, in non-smoking areas",Smoking in non-smoking areas,both,Signs and symptoms,normal
s_93,"Smoking, large quantities",Smoking more than 20 cigarettes a day,both,Signs and symptoms,normal
s_308,"Smoking, mostly in the morning",Smoking mostly in the morning,both,Signs and symptoms,normal
s_134,"Smoking, need first cigarette of the day",Difficulty not smoking first cigarette of the day,both,Signs and symptoms,normal
s_327,"Smoking, need when waking up",Smoking as soon as waking up,both,Signs and symptoms,normal
s_271,Smooth face without wrinkles,Smooth face without wrinkles,both,Signs and symptoms,normal
s_715,Sneezing,Sneezing,both,Signs and symptoms,normal
s_136,Sneezing attacks,Sneezing fits,both,Signs and symptoms,normal
s_67,Snoring,Snoring,both,Signs and symptoms,normal
s_659,Social isolation,Social isolation,both,Signs and symptoms,normal
s_773,Social maladjustment,Social maladjustment,both,Signs and symptoms,normal
s_1242,Soft lump in inguinal region,Soft lump in groin,both,Signs and symptoms,normal
s_1244,"Soft lump in inguinal region, decreasing when supine",Soft lump in groin gets smaller when lying down,both,Signs and symptoms,normal
s_1243,"Soft lump in inguinal region, increasing with increased abdominal pressure",Soft lump gets bigger with increase in abdominal pressure,both,Signs and symptoms,normal
s_1245,"Soft lump in inguinal region, reducible",Soft lump in groin can be pushed back in groin,both,Signs and symptoms,normal
s_1347,Soft retinal exudates,Soft retinal exudates,both,Signs and symptoms,normal
s_1426,Spasms in upper extremities,Spasms in arms or hands,both,Signs and symptoms,normal
s_571,Spasticity,Tight and spasming muscles,both,Signs and symptoms,normal
s_2290,"Speech and language impairment, rapid onset",Recent speech and language difficulties,both,Signs and symptoms,serious
s_213,Spending a lot of time on sex-related activity,Spending a lot of time on sex-related activity,both,Signs and symptoms,normal
s_1536,Spine asymmetry,Spine asymmetry,both,Signs and symptoms,normal
s_257,Spine stiffness in the morning,Stiff spine in the morning,both,Signs and symptoms,normal
s_1045,Splenomegaly,Enlarged spleen,both,Signs and symptoms,serious
s_1434,Steatorrhea,Fatty stools,both,Signs and symptoms,normal
s_1270,Sterling's sign,Sterling's sign,both,Signs and symptoms,normal
s_1381,Sternal rub,Sternal rub,both,Signs and symptoms,normal
s_418,Stiff neck,Stiff neck,both,Signs and symptoms,normal
s_1260,Stransky's sign,Stransky's sign,both,Signs and symptoms,normal
s_1467,Strawberry tongue,Strawberry tongue,both,Signs and symptoms,normal
s_1275,Strumpell's sign,Strumpell's sign,both,Signs and symptoms,serious
s_2291,Subungual splinter hemorrhages,Small red spots or lines under the nail,both,Signs and symptoms,normal
s_1067,Sudden face flushing,Sudden face flushing,both,Signs and symptoms,normal
s_530,Sudden increase in blood pressure,Sudden increase in blood pressure,both,Signs and symptoms,serious
s_1139,Suicidal thoughts,Suicidal thoughts,both,Signs and symptoms,serious
s_1140,Suicidal thoughts with plan and steps taken,Suicidal thoughts with plan and steps taken,both,Signs and symptoms,emergency_ambulance
s_1943,Sunburn,Sunburn,both,Signs and symptoms,normal
s_2407,Suspicion of intoxication or poisoning,Possible intoxication or poisoning,both,Signs and symptoms,serious
s_383,Suspicious mole or birthmark,Suspicious mole or birthmark,both,Signs and symptoms,normal
s_380,"Suspicious mole or birthmark, asymmetrical",Asymmetric mole or birthmark,both,Signs and symptoms,normal
s_585,"Suspicious mole or birthmark, change in colour",Change in colour of mole or birthmark,both,Signs and symptoms,normal
s_584,"Suspicious mole or birthmark, change in shape",Change in shape of mole or birthmark,both,Signs and symptoms,normal
s_381,"Suspicious mole or birthmark, irregular border",Mole or birthmark with irregular border,both,Signs and symptoms,normal
s_382,"Suspicious mole or birthmark, larger than 6 mm",Mole or birthmark larger than 6 mm,both,Signs and symptoms,normal
s_2300,Swallowed foreign body,Swallowed object,both,Signs and symptoms,emergency
s_214,Sweating on painful side of forehead,Sweating on painful side of forehead,both,Signs and symptoms,normal
s_1182,Swelling in the mastoid region,Swelling behind ear,both,Signs and symptoms,normal
s_1099,Swelling of nasal concha,Swelling of nasal concha,both,Signs and symptoms,normal
s_1097,Swelling of nasal mucosa,Swelling of nasal mucosa,both,Signs and symptoms,normal
s_1144,Swelling of temporal artery,Swelling of temporal artery,both,Signs and symptoms,normal
s_1098,Swollen blue or bluish-gray nasal mucosa,Swollen blue or bluish-gray nasal mucosa,both,Signs and symptoms,normal
s_177,Swollen cheek,Swollen cheek,both,Signs and symptoms,normal
s_172,Swollen gums,Swollen gums,both,Signs and symptoms,normal
s_162,Symptoms appearing after taking painkillers or a change in diet,Symptoms appearing after taking painkillers or a change in diet,both,Signs and symptoms,normal
s_558,Symptoms exacerbated by low temperature,Symptoms worse in the cold,both,Signs and symptoms,normal
s_161,Symptoms regularly appearing a few days before menstrual period,Symptoms regularly appearing a few days before period,female,Signs and symptoms,normal
s_261,Tachycardia,Fast heart rate,both,Signs and symptoms,normal
s_227,Tachypnea,Accelerated breathing,both,Signs and symptoms,serious
s_1153,"Taste disorder, anterior two-thirds of tongue",Taste disorder in anterior two-thirds of tongue,both,Signs and symptoms,normal
s_1096,Taste disorders,Abnormal or loss of taste,both,Signs and symptoms,normal
s_545,Telangiectasias,Spider veins,both,Signs and symptoms,normal
s_1685,"Telangiectasias, face",Spider veins on the face,both,Signs and symptoms,normal
s_1465,Temporary blindness,Temporary blindness,both,Signs and symptoms,emergency
s_2410,Tenderness in the scrotum,Pain when pressing scrotum,male,Signs and symptoms,serious
s_640,Tenesmus,Feeling of incomplete defecation,both,Signs and symptoms,normal
s_1114,Terry's nails,Terry's nails,both,Signs and symptoms,normal
s_1117,Testicular atrophy,Shrinking or diminishing of both testicles,male,Signs and symptoms,normal
s_1790,Thickened nails,Thickened nails,both,Signs and symptoms,normal
s_386,"Thickened nails, with pits or grooves",Thickened nails with pits or grooves,both,Signs and symptoms,normal
s_2039,Third-degree burn,Full-thickness skin burn,both,Signs and symptoms,emergency
s_728,Thoughts of harming one's child,Thoughts of harming one's child,female,Signs and symptoms,serious
s_729,Thoughts of killing one's child,Thoughts of killing one's child,female,Signs and symptoms,serious
s_555,Tingling fingers,Tingling fingers,both,Signs and symptoms,normal
s_1899,"Tingling fingers, first three digits","Tingling in the thumb, index and middle finger",both,Signs and symptoms,normal
s_1900,"Tingling fingers, fourth and fifth digits",Tingling in the ring and little finger,both,Signs and symptoms,normal
s_407,Tinnitus,Ringing in ears,both,Signs and symptoms,normal
s_1466,"Tinnitus, pulsatile",Pulsing sound in ears,both,Signs and symptoms,normal
s_1833,Toe pain,Toe pain,both,Signs and symptoms,normal
s_673,Tongue enlargement,Swollen tongue,both,Signs and symptoms,normal
s_607,Tongue erythema,Unusually red tongue,both,Signs and symptoms,normal
s_995,Tongue muscle atrophy,Shrinkage of tonuge,both,Signs and symptoms,normal
s_1534,Tonsil stones,White or yellow formations in tonsils,both,Signs and symptoms,normal
s_1050,Tooth loss,Tooth loss,both,Signs and symptoms,normal
s_551,Toothache,Toothache,both,Signs and symptoms,normal
s_56,"Toothache, associated with chewing",Toothache when chewing,both,Signs and symptoms,normal
s_2432,"Toothache, associated with cold",Toothache associated with cold,both,Signs and symptoms,normal
s_231,"Toothache, associated with heat",Toothache associated with heat,both,Signs and symptoms,normal
s_2451,"Toothache, associated with lying down",Toothache when lying down,both,Signs and symptoms,normal
s_2452,"Toothache, associated with sweet or acidic foods or drinks",Toothache associated with sweet or acidic foods or drinks,both,Signs and symptoms,normal
s_2485,"Toothache, associated with touch",Toothache associated with touch,both,Signs and symptoms,normal
s_2491,"Toothache, difficulty determining how many teeth hurt",Difficulty identifying how many teeth hurt,both,Signs and symptoms,normal
s_267,"Toothache, difficulty determining which tooth hurts",Difficulty identifying which tooth hurts,both,Signs and symptoms,normal
s_2438,"Toothache, dull",Dull toothache,both,Signs and symptoms,normal
s_2450,"Toothache, lasting 48 hours or more",Toothache lasting 48 hours or more,both,Signs and symptoms,normal
s_2456,"Toothache, lasting less than 48 hours",Toothache lasting less than 48 hours,both,Signs and symptoms,normal
s_2429,"Toothache, mild",Mild toothache,both,Signs and symptoms,normal
s_2428,"Toothache, moderate",Moderate toothache,both,Signs and symptoms,normal
s_2441,"Toothache, multiple teeth",Pain in multiple teeth,both,Signs and symptoms,normal
s_2442,"Toothache, one tooth",Pain in one tooth,both,Signs and symptoms,normal
s_2449,"Toothache, persistent",Constant toothache,both,Signs and symptoms,normal
s_2430,"Toothache, provoked",Provoked toothache,both,Signs and symptoms,normal
s_2443,"Toothache, pulsating",Pulsating toothache,both,Signs and symptoms,normal
s_2446,"Toothache, radiating",Spreading toothache,both,Signs and symptoms,normal
s_2545,"Toothache, sensitivity to percussion",Pain associated with tapping a tooth,both,Signs and symptoms,normal
s_233,"Toothache, severe",Severe toothache,both,Signs and symptoms,normal
s_2440,"Toothache, sharp",Sharp toothache,both,Signs and symptoms,normal
s_2431,"Toothache, spontaneous",Spontaneous toothache,both,Signs and symptoms,normal
s_2433,"Toothache, transient",Transient toothache,both,Signs and symptoms,normal
s_1100,Transverse furrow on the nose,Transverse furrow on the nose,both,Signs and symptoms,normal
s_538,Tremors,Muscles trembling,both,Signs and symptoms,normal
s_87,"Tremors, both hands",Trembling of both hands,both,Signs and symptoms,normal
s_1421,"Tremors, flapping",Flapping tremors,both,Signs and symptoms,normal
s_1264,"Tremors, intention",Intention tremors,both,Signs and symptoms,normal
s_1454,"Tremors, kinetic",Trembling during movement,both,Signs and symptoms,normal
s_86,"Tremors, one hand",Trembling hand,both,Signs and symptoms,normal
s_1455,"Tremors, resting",Trembling at rest,both,Signs and symptoms,normal
s_1765,"Tremors, stress-related",Trembling worsening under stress,both,Signs and symptoms,normal
s_84,"Tremors, subsides after drinking alcohol",Trembling subsiding after alcohol,both,Signs and symptoms,normal
s_590,"Tremors, tongue",Trembling of tongue,both,Signs and symptoms,normal
s_2305,"Tremors, unspecified location",Unknown location of tremors,both,Signs and symptoms,normal
s_1056,Trigeminal neuralgia,Trigeminal neuralgia,both,Signs and symptoms,normal
s_256,Trismus,Lockjaw,both,Signs and symptoms,serious
s_1262,Tromner's sign,Tromner's sign,both,Signs and symptoms,normal
s_1074,Trophic changes,Trophic changes,both,Signs and symptoms,normal
s_1076,Trophic ulcer,Trophic ulcer,both,Signs and symptoms,normal
s_1078,"Trophic ulcer, plantar side of the foot",Trophic ulcer on the plantar side of the foot,both,Signs and symptoms,normal
s_691,Trouble beginning urination,Trouble beginning urination,both,Signs and symptoms,normal
s_866,Trousseau sign of latent tetany,Trousseau sign of latent tetany,both,Signs and symptoms,normal
s_2163,Twisted neck,Twisted neck,both,Signs and symptoms,normal
s_2119,"Ulcer, completely painless",Painless ulcer,both,Signs and symptoms,normal
s_194,"Ulcer, nipple","Ulcer, nipple",female,Signs and symptoms,serious
s_2208,"Ulcer, not healing within 6 weeks",Non-healing ulcers,both,Signs and symptoms,normal
s_351,"Ulcer, sore, or abscess near the anus","Ulcer, sore, or abscess near the anus",both,Signs and symptoms,normal
s_2241,Umbilical discharge,Belly button discharge,both,Signs and symptoms,serious
s_243,Unhealthy weight loss practices,Using methods such as vomiting and starvation diets to lose weight,both,Signs and symptoms,normal
s_668,Unilateral enophthalmos,One sunken eyeball,both,Signs and symptoms,serious
s_1586,Unilateral vulval swelling,Labial swelling on one side,female,Signs and symptoms,serious
s_2251,Unknown heart rate,Unknown pulse,both,Signs and symptoms,normal
s_2068,Upper limb pallor,Pale arm,both,Signs and symptoms,serious
s_510,Urethral discharge when pressing the penis,Discharge when pressing penis,male,Signs and symptoms,serious
s_153,Urinary incontinence,Leaking urine by accident,both,Signs and symptoms,normal
s_696,Urinary retention,Unable to urinate,both,Signs and symptoms,emergency
s_690,Urinary urgency,Urgent need to urinate,both,Signs and symptoms,normal
s_689,Urination in small amounts,Urination in small amounts,both,Signs and symptoms,normal
s_183,"Urination while coughing, laughing, or during physical exertion","Urination while coughing, laughing, or during physical activity",both,Signs and symptoms,normal
s_393,Urticaria,Hives,both,Signs and symptoms,normal
s_2211,"Urticaria, lasting more than 6 weeks",Hives lasting more than 6 weeks,both,Signs and symptoms,normal
s_791,"Urticaria, triggered by cold",Hives appearing after exposure to cold,both,Signs and symptoms,normal
s_793,"Urticaria, triggered by heat",Hives appearing after exposure to heat,both,Signs and symptoms,normal
s_790,"Urticaria, triggered by prolonged pressure on the skin",Hives appearing after exposure to prolonged pressure on the skin,both,Signs and symptoms,normal
s_789,"Urticaria, triggered by scratching",Hives after scratching,both,Signs and symptoms,normal
s_1287,Uvula deviation towards unaffected side,Uvula deviation towards unaffected side,both,Signs and symptoms,normal
s_2338,"Vaginal discharge, grey",Grey vaginal discharge,female,Signs and symptoms,normal
s_64,"Vaginal discharge, unpleasant odour",Vaginal discharge with unpleasant odour,female,Signs and symptoms,normal
s_1569,"Vaginal discharge, white and clumpy",White and clumpy vaginal discharge,female,Signs and symptoms,normal
s_1811,Vaginal dryness,Vaginal dryness,female,Signs and symptoms,normal
s_2082,Vascular compromise,Limited blood supply past the injury site,both,Signs and symptoms,emergency
s_1318,Vesicular exanthema of mouth or ear,Blisters around the mouth or ear,both,Signs and symptoms,normal
